beta_labels,beta_frequency_semantic_phonology,model_names,optimal_nLLs,random_nLLs,N,subject
"[3, 1]","[1.174300047595839, 2.6676414210733626, -0.012405001746112532]",static plocal troyer,212.08560086615947,232.66909307471667,35,290
"[3, 2]","[1.174300047595839, 2.6676414210733626, -0.012405001746112532]",static plocal participant,212.08560086615947,232.66909307471667,35,290
"[4, 0]","[1.133597882832895, 3.6475134720890807, -0.026375485842195574]",dynamic pglobal simdrop,206.27435997806185,232.66909307471667,35,290
"[4, 1]","[1.2051247133478225, 4.922753586755139, -0.02436063567486462]",dynamic pglobal troyer,208.9962632656975,232.66909307471667,35,290
"[4, 2]","[1.174300047595839, 2.6676414210733626, -0.012405001746112532]",dynamic pglobal participant,212.08560086615947,232.66909307471667,35,290
"[5, 0]","[1.1258512399632656, 3.797843892180148, -0.0697750147812907]",dynamic plocal simdrop,205.61256899266476,232.66909307471667,35,290
"[5, 1]","[1.2005618783608925, 5.201851534749367, -0.07850139792004399]",dynamic plocal troyer,208.6343359319205,232.66909307471667,35,290
"[5, 2]","[1.174300047595839, 2.6676414210733626, -0.012405001746112532]",dynamic plocal participant,212.08560086615947,232.66909307471667,35,290
"[6, 0]","[1.1474239526940764, 3.5572852160707003, 0.12229633694229877]",dynamic pswitchonly simdrop,205.70516128921798,232.66909307471667,35,290
"[6, 1]","[1.2154837372027179, 4.805705428163109, 0.008393584174354873]",dynamic pswitchonly troyer,209.11115259571272,232.66909307471667,35,290
"[6, 2]","[1.1772318722833388, 2.6415876852372353, -0.4572174553187921]",dynamic pswitchonly participant,212.1201016765323,232.66909307471667,35,290
"[1, 0]","[2.194244587648919, 3.263609964981554, 0.10958797132806032]",psyrev static simdrop,243.80138919706056,285.8506000632233,43,291
"[1, 1]","[2.194244587648919, 3.263609964981554, 0.10958797132806032]",psyrev static troyer,243.80138919706056,285.8506000632233,43,291
"[1, 2]","[2.194244587648919, 3.263609964981554, 0.10958797132806032]",psyrev static participant,243.80138919706056,285.8506000632233,43,291
"[2, 0]","[2.000520444677944, 4.220076181068627, -8.004811546060608]",psyrev dynamic simdrop,236.3512751993059,285.8506000632233,43,291
"[2, 1]","[2.122313806766627, 4.6451401671873125, -5.728275218570192]",psyrev dynamic troyer,246.4238837983837,285.8506000632233,43,291
"[2, 2]","[2.194244587648919, 3.263609964981554, 0.10958797132806032]",psyrev dynamic participant,243.80138919706056,285.8506000632233,43,291
"[3, 0]","[2.185208556968289, 3.4949607390504402, -0.07146984700793155]",static plocal simdrop,242.4484207586627,285.8506000632233,43,291
"[3, 1]","[2.185208556968289, 3.4949607390504402, -0.07146984700793155]",static plocal troyer,242.4484207586627,285.8506000632233,43,291
"[3, 2]","[2.185208556968289, 3.4949607390504402, -0.07146984700793155]",static plocal participant,242.4484207586627,285.8506000632233,43,291
"[4, 0]","[1.9930756962948277, 4.683750671582902, -0.09686261566337578]",dynamic pglobal simdrop,234.02860388199701,285.8506000632233,43,291
"[4, 1]","[2.1055959008491385, 5.02711485857302, -0.07576303004622983]",dynamic pglobal troyer,244.97409086698326,285.8506000632233,43,291
"[4, 2]","[2.185208556968289, 3.4949607390504402, -0.07146984700793155]",dynamic pglobal participant,242.4484207586627,285.8506000632233,43,291
"[5, 0]","[2.0108351350643066, 5.133437969289749, -0.18365633980241525]",dynamic plocal simdrop,230.94917296639264,285.8506000632233,43,291
"[5, 1]","[2.125112128370832, 6.505779538664418, -0.34345749603286274]",dynamic plocal troyer,237.42866299251858,285.8506000632233,43,291
"[5, 2]","[2.185208556968289, 3.4949607390504402, -0.07146984700793155]",dynamic plocal participant,242.4484207586627,285.8506000632233,43,291
"[6, 0]","[2.0100572684468228, 4.219061521293091, 0.08146296033614206]",dynamic pswitchonly simdrop,235.83260067779506,285.8506000632233,43,291
"[6, 1]","[2.1372364943814173, 4.644850065043396, 0.06965010340263361]",dynamic pswitchonly troyer,245.68291207148522,285.8506000632233,43,291
"[6, 2]","[2.194244587648919, 3.263609964981554, 0.10958797132806032]",dynamic pswitchonly participant,243.80138919706056,285.8506000632233,43,291
"[1, 0]","[1.4549523229782664, 4.28473283671632, -2.6715181244127413]",psyrev static simdrop,171.1812172991723,212.72602795402665,32,292
"[1, 1]","[1.4549523229782664, 4.28473283671632, -2.6715181244127413]",psyrev static troyer,171.1812172991723,212.72602795402665,32,292
"[1, 2]","[1.4549523229782664, 4.28473283671632, -2.6715181244127413]",psyrev static participant,171.1812172991723,212.72602795402665,32,292
"[2, 0]","[1.4921267324704792, 4.887500415118699, 0.3055119878260889]",psyrev dynamic simdrop,174.44836033364044,212.72602795402665,32,292
"[2, 1]","[1.461664330137566, 5.440971781439904, -4.147017633986087]",psyrev dynamic troyer,178.4989118469055,212.72602795402665,32,292
"[2, 2]","[1.4549523229782664, 4.28473283671632, -2.6715181244127413]",psyrev dynamic participant,171.1812172991723,212.72602795402665,32,292
"[3, 0]","[1.3582972819301045, 5.323485983814819, -0.21943307787731625]",static plocal simdrop,163.81193751369167,212.72602795402665,32,292
"[3, 1]","[1.3582972819301045, 5.323485983814819, -0.21943307787731625]",static plocal troyer,163.81193751369167,212.72602795402665,32,292
"[3, 2]","[1.3582972819301045, 5.323485983814819, -0.21943307787731625]",static plocal participant,163.81193751369167,212.72602795402665,32,292
"[4, 0]","[1.4153242430256086, 6.234835153350598, -0.2304472383058267]",dynamic pglobal simdrop,166.88519677023947,212.72602795402665,32,292
"[4, 1]","[1.3731827736689746, 6.919541163601783, -0.22237557014912068]",dynamic pglobal troyer,171.55366183730263,212.72602795402665,32,292
"[4, 2]","[1.3582972819301045, 5.323485983814819, -0.21943307787731625]",dynamic pglobal participant,163.81193751369167,212.72602795402665,32,292
"[5, 0]","[1.4443710216227204, 6.211602384235922, -0.22710305626683314]",dynamic plocal simdrop,169.06836716264422,212.72602795402665,32,292
"[5, 1]","[1.4189553729133273, 6.555112267954292, -0.17207592872793892]",dynamic plocal troyer,176.11558832760943,212.72602795402665,32,292
"[5, 2]","[1.3582972819301045, 5.323485983814819, -0.21943307787731625]",dynamic plocal participant,163.81193751369167,212.72602795402665,32,292
"[6, 0]","[1.462850539361194, 4.890216807162273, -0.24088966903671113]",dynamic pswitchonly simdrop,172.26599686885731,212.72602795402665,32,292
"[6, 1]","[1.4211925840513175, 5.445381410810624, -0.31810977017407127]",dynamic pswitchonly troyer,173.4796855473305,212.72602795402665,32,292
"[6, 2]","[1.4549523229782664, 4.28473283671632, -2.6715181244127413]",dynamic pswitchonly participant,171.1812172991723,212.72602795402665,32,292
"[1, 0]","[1.8158899332992537, 0.6959938843053977, -1.7846448894163007]",psyrev static simdrop,182.70378076761688,192.78296283333663,29,293
"[1, 1]","[1.8158899332992537, 0.6959938843053977, -1.7846448894163007]",psyrev static troyer,182.70378076761688,192.78296283333663,29,293
"[1, 2]","[1.8158899332992537, 0.6959938843053977, -1.7846448894163007]",psyrev static participant,182.70378076761688,192.78296283333663,29,293
"[2, 0]","[1.788867883789393, 0.48689568414419176, -0.2539896622897686]",psyrev dynamic simdrop,183.93388789958203,192.78296283333663,29,293
"[2, 1]","[1.7901462050404122, 0.5833669047973267, -2.3520165731645726]",psyrev dynamic troyer,183.81130779537344,192.78296283333663,29,293
"[2, 2]","[1.8158899332992537, 0.6959938843053977, -1.7846448894163007]",psyrev dynamic participant,182.70378076761688,192.78296283333663,29,293
"[3, 0]","[1.7942246695486075, 0.7479879753394478, -0.12332052840505944]",static plocal simdrop,180.28584438918563,192.78296283333663,29,293
"[3, 1]","[1.7942246695486075, 0.7479879753394478, -0.12332052840505944]",static plocal troyer,180.28584438918563,192.78296283333663,29,293
"[3, 2]","[1.7942246695486075, 0.7479879753394478, -0.12332052840505944]",static plocal participant,180.28584438918563,192.78296283333663,29,293
"[4, 0]","[1.7665387710897889, 0.519954990233122, -0.12099868735585366]",dynamic pglobal simdrop,181.61094142847773,192.78296283333663,29,293
"[4, 1]","[1.764085133432197, 0.6205618507683137, -0.12049939321831007]",dynamic pglobal troyer,181.5091461055999,192.78296283333663,29,293
"[4, 2]","[1.7942246695486075, 0.7479879753394478, -0.12332052840505944]",dynamic pglobal participant,180.28584438918563,192.78296283333663,29,293
"[5, 0]","[1.7657649696406215, 0.5262673335751562, -0.14882775156462857]",dynamic plocal simdrop,181.73844006210638,192.78296283333663,29,293
"[5, 1]","[1.7840964456684705, 0.6060143425280075, -0.06863180464650548]",dynamic plocal troyer,183.44325301658915,192.78296283333663,29,293
"[5, 2]","[1.7942246695486075, 0.7479879753394478, -0.12332052840505944]",dynamic plocal participant,180.28584438918563,192.78296283333663,29,293
"[6, 0]","[1.7871725051001863, 0.48680900288107354, -0.0735790373468712]",dynamic pswitchonly simdrop,183.61997598615113,192.78296283333663,29,293
"[6, 1]","[1.769160002873163, 0.5826165707336717, -0.17161300966319232]",dynamic pswitchonly troyer,181.50888198105596,192.78296283333663,29,293
"[6, 2]","[1.8158899332992537, 0.6959938843053977, -1.7846448894163007]",dynamic pswitchonly participant,182.70378076761688,192.78296283333663,29,293
"[1, 0]","[0.7605036623339234, 3.130301209213722, 1.5925412302089086]",psyrev static simdrop,229.24721158692788,259.25984656897003,39,294
"[1, 1]","[0.7605036623339234, 3.130301209213722, 1.5925412302089086]",psyrev static troyer,229.24721158692788,259.25984656897003,39,294
"[1, 2]","[0.7605036623339234, 3.130301209213722, 1.5925412302089086]",psyrev static participant,229.24721158692788,259.25984656897003,39,294
"[2, 0]","[0.7321033142866207, 4.115469071702793, 0.2325456554284281]",psyrev dynamic simdrop,221.0173012315703,259.25984656897003,39,294
"[2, 1]","[0.8008391642097968, 4.113659151629255, -1.0864291554105228]",psyrev dynamic troyer,230.47193123043186,259.25984656897003,39,294
"[2, 2]","[0.7605036623339234, 3.130301209213722, 1.5925412302089086]",psyrev dynamic participant,229.24721158692788,259.25984656897003,39,294
"[3, 0]","[0.7563339062953718, 3.2672717882411884, -0.04964572783261603]",static plocal simdrop,228.66365529924664,259.25984656897003,39,294
"[3, 1]","[0.7563339062953718, 3.2672717882411884, -0.04964572783261603]",static plocal troyer,228.66365529924664,259.25984656897003,39,294
"[3, 2]","[0.7563339062953718, 3.2672717882411884, -0.04964572783261603]",static plocal participant,228.66365529924664,259.25984656897003,39,294
"[4, 0]","[0.7243343856402833, 4.357485330646201, -0.06566957139925102]",dynamic pglobal simdrop,220.03982534611626,259.25984656897003,39,294
"[4, 1]","[0.7911784553019718, 4.3057613522161855, -0.05056333870001886]",dynamic pglobal troyer,229.87218085812017,259.25984656897003,39,294
"[4, 2]","[0.7563339062953718, 3.2672717882411884, -0.04964572783261603]",dynamic pglobal participant,228.66365529924664,259.25984656897003,39,294
"[5, 0]","[0.7277862025971944, 4.435407072541914, -0.08606011911360861]",dynamic plocal simdrop,219.80416336268593,259.25984656897003,39,294
"[5, 1]","[0.792097058200709, 4.4425999039071655, -0.08529193139858071]",dynamic plocal troyer,229.52947703881037,259.25984656897003,39,294
"[5, 2]","[0.7563339062953718, 3.2672717882411884, -0.04964572783261603]",dynamic plocal participant,228.66365529924664,259.25984656897003,39,294
"[6, 0]","[0.731271177690016, 4.115598679490508, -0.012026383154823279]",dynamic pswitchonly simdrop,221.00800250214175,259.25984656897003,39,294
"[6, 1]","[0.8002177290528649, 4.113723129764889, -0.007001383421777474]",dynamic pswitchonly troyer,230.4668321914969,259.25984656897003,39,294
"[6, 2]","[0.7605036623339234, 3.130301209213722, 1.5925412302089086]",dynamic pswitchonly participant,229.24721158692788,259.25984656897003,39,294
"[1, 0]","[0.9764591819035706, 0.37573204184251435, 0.18820635654254295]",psyrev static simdrop,266.6116674923551,272.55522331609666,41,295
"[1, 1]","[0.9764591819035706, 0.37573204184251435, 0.18820635654254295]",psyrev static troyer,266.6116674923551,272.55522331609666,41,295
"[1, 2]","[0.9764591819035706, 0.37573204184251435, 0.18820635654254295]",psyrev static participant,266.6116674923551,272.55522331609666,41,295
"[2, 0]","[0.9877361692942703, 0.3411528162215476, -1.054882618243484]",psyrev dynamic simdrop,266.92047648127175,272.55522331609666,41,295
"[2, 1]","[1.00573748241393, 0.12351305250110267, -0.27182518058540006]",psyrev dynamic troyer,267.7406533018612,272.55522331609666,41,295
"[2, 2]","[0.9764591819035706, 0.37573204184251435, 0.18820635654254295]",psyrev dynamic participant,266.6116674923551,272.55522331609666,41,295
"[3, 0]","[0.9747344899236863, 0.37705160820469463, -0.006762409506378847]",static plocal simdrop,266.59984829019254,272.55522331609666,41,295
"[3, 1]","[0.9747344899236863, 0.37705160820469463, -0.006762409506378847]",static plocal troyer,266.59984829019254,272.55522331609666,41,295
"[3, 2]","[0.9747344899236863, 0.37705160820469463, -0.006762409506378847]",static plocal participant,266.59984829019254,272.55522331609666,41,295
"[4, 0]","[0.9862043286741802, 0.3421781627890824, -0.006227684917067917]",dynamic pglobal simdrop,266.91046689440896,272.55522331609666,41,295
"[4, 1]","[1.004373705126987, 0.12387382337983036, -0.005322930064130602]",dynamic pglobal troyer,267.7333458440442,272.55522331609666,41,295
"[4, 2]","[0.9747344899236863, 0.37705160820469463, -0.006762409506378847]",dynamic pglobal participant,266.59984829019254,272.55522331609666,41,295
"[5, 0]","[0.9952512591300624, 0.3347172393534442, 0.04060752621820692]",dynamic plocal simdrop,266.5900462534429,272.55522331609666,41,295
"[5, 1]","[1.0088301979882772, 0.12056485798298935, 0.04175810722405014]",dynamic plocal troyer,267.5006425863246,272.55522331609666,41,295
"[5, 2]","[0.9747344899236863, 0.37705160820469463, -0.006762409506378847]",dynamic plocal participant,266.59984829019254,272.55522331609666,41,295
"[6, 0]","[0.9761670204669357, 0.34111481655833875, -0.2304977197899376]",dynamic pswitchonly simdrop,264.9723502723006,272.55522331609666,41,295
"[6, 1]","[0.9955241921203075, 0.12382324956294405, -0.06327306218535828]",dynamic pswitchonly troyer,267.2970485930442,272.55522331609666,41,295
"[6, 2]","[0.9764591819035706, 0.37573204184251435, 0.18820635654254295]",dynamic pswitchonly participant,266.6116674923551,272.55522331609666,41,295
"[1, 0]","[1.3267008453152758, 0.4710507774085938, -1.229535719369704]",psyrev static simdrop,205.6568235552227,212.72602795402665,32,296
"[1, 1]","[1.3267008453152758, 0.4710507774085938, -1.229535719369704]",psyrev static troyer,205.6568235552227,212.72602795402665,32,296
"[1, 2]","[1.3267008453152758, 0.4710507774085938, -1.229535719369704]",psyrev static participant,205.6568235552227,212.72602795402665,32,296
"[2, 0]","[1.3277217433726003, 0.31751974527528476, -1.2029871446398483]",psyrev dynamic simdrop,206.43904171702627,212.72602795402665,32,296
"[2, 1]","[1.3361753107785348, 0.7387208697154275, -2.199115654841874]",psyrev dynamic troyer,206.36407670285936,212.72602795402665,32,296
"[2, 2]","[1.3267008453152758, 0.4710507774085938, -1.229535719369704]",psyrev dynamic participant,205.6568235552227,212.72602795402665,32,296
"[3, 0]","[1.3193041754339703, 0.4796190141458772, -0.03433183166180501]",static plocal simdrop,205.4286636074232,212.72602795402665,32,296
"[3, 1]","[1.3193041754339703, 0.4796190141458772, -0.03433183166180501]",static plocal troyer,205.4286636074232,212.72602795402665,32,296
"[3, 2]","[1.3193041754339703, 0.4796190141458772, -0.03433183166180501]",static plocal participant,205.4286636074232,212.72602795402665,32,296
"[4, 0]","[1.32100764541159, 0.321521017615229, -0.03278153645796152]",dynamic pglobal simdrop,206.2312701627088,212.72602795402665,32,296
"[4, 1]","[1.3292484282731196, 0.7556517944207937, -0.03385487967957952]",dynamic pglobal troyer,206.14224491722103,212.72602795402665,32,296
"[4, 2]","[1.3193041754339703, 0.4796190141458772, -0.03433183166180501]",dynamic pglobal participant,205.4286636074232,212.72602795402665,32,296
"[5, 0]","[1.3051753097803256, 0.33098575673418196, -0.12343526327470514]",dynamic plocal simdrop,204.40812829956943,212.72602795402665,32,296
"[5, 1]","[1.3187489984132297, 0.8002055624356045, -0.14693745529729024]",dynamic plocal troyer,204.57047678008342,212.72602795402665,32,296
"[5, 2]","[1.3193041754339703, 0.4796190141458772, -0.03433183166180501]",dynamic plocal participant,205.4286636074232,212.72602795402665,32,296
"[6, 0]","[1.3312116187553837, 0.3175832086011924, 0.29780267141698624]",dynamic pswitchonly simdrop,203.620832450649,212.72602795402665,32,296
"[6, 1]","[1.3413836939129071, 0.7388173614162796, 0.06831641615624814]",dynamic pswitchonly troyer,205.9269376432265,212.72602795402665,32,296
"[6, 2]","[1.3267008453152758, 0.4710507774085938, -1.229535719369704]",dynamic pswitchonly participant,205.6568235552227,212.72602795402665,32,296
"[1, 0]","[0.8776366910418001, 0.5629202623948122, -0.5326133080521295]",psyrev static simdrop,311.7551796977841,319.08904193103984,48,297
"[1, 1]","[0.8776366910418001, 0.5629202623948122, -0.5326133080521295]",psyrev static troyer,311.7551796977841,319.08904193103984,48,297
"[1, 2]","[0.8776366910418001, 0.5629202623948122, -0.5326133080521295]",psyrev static participant,311.7551796977841,319.08904193103984,48,297
"[2, 0]","[0.8844071349057021, 0.47799625694826486, -0.2501258887798524]",psyrev dynamic simdrop,312.8402258677572,319.08904193103984,48,297
"[2, 1]","[0.8349567668988391, 4.847924260786657, -6.079667325820873]",psyrev dynamic troyer,289.43451139247185,319.08904193103984,48,297
"[2, 2]","[0.8776366910418001, 0.5629202623948122, -0.5326133080521295]",psyrev dynamic participant,311.7551796977841,319.08904193103984,48,297
"[3, 0]","[0.888197247896739, 0.5523131092934264, 0.041551107991421435]",static plocal simdrop,311.23124280172874,319.08904193103984,48,297
"[3, 1]","[0.888197247896739, 0.5523131092934264, 0.041551107991421435]",static plocal troyer,311.23124280172874,319.08904193103984,48,297
"[3, 2]","[0.888197247896739, 0.5523131092934264, 0.041551107991421435]",static plocal participant,311.23124280172874,319.08904193103984,48,297
"[4, 0]","[0.8953596830735431, 0.4701617418197245, 0.04266244271576031]",dynamic pglobal simdrop,312.288423105683,319.08904193103984,48,297
"[4, 1]","[0.8368372130497879, 4.8111494862653705, 0.007334770641281479]",dynamic pglobal troyer,289.4187079299091,319.08904193103984,48,297
"[4, 2]","[0.888197247896739, 0.5523131092934264, 0.041551107991421435]",dynamic pglobal participant,311.23124280172874,319.08904193103984,48,297
"[5, 0]","[0.8960902896339024, 0.46374605545656056, 0.07467032870984944]",dynamic plocal simdrop,311.6291309047874,319.08904193103984,48,297
"[5, 1]","[0.8332005715895192, 4.932861258139198, -0.01658775541967616]",dynamic plocal troyer,289.4029243796765,319.08904193103984,48,297
"[5, 2]","[0.888197247896739, 0.5523131092934264, 0.041551107991421435]",dynamic plocal participant,311.23124280172874,319.08904193103984,48,297
"[6, 0]","[0.8803438367536787, 0.47772551417809384, -0.044144781659872664]",dynamic pswitchonly simdrop,312.6914868556329,319.08904193103984,48,297
"[6, 1]","[0.8387716061662719, 4.847619423200149, 0.022664306553571004]",dynamic pswitchonly troyer,289.3425112695794,319.08904193103984,48,297
"[6, 2]","[0.8776366910418001, 0.5629202623948122, -0.5326133080521295]",dynamic pswitchonly participant,311.7551796977841,319.08904193103984,48,297
"[1, 0]","[2.986926339275219, 2.790275618392154, 2.063591602674275]",psyrev static simdrop,184.55617275043048,219.37371632759,33,298
"[1, 1]","[2.986926339275219, 2.790275618392154, 2.063591602674275]",psyrev static troyer,184.55617275043048,219.37371632759,33,298
"[1, 2]","[2.986926339275219, 2.790275618392154, 2.063591602674275]",psyrev static participant,184.55617275043048,219.37371632759,33,298
"[2, 0]","[2.822672187690528, 3.3666667462224873, 1.9809847479303562]",psyrev dynamic simdrop,181.21003040378505,219.37371632759,33,298
"[2, 1]","[2.6759869868758672, 3.6686172951447418, -1.658485113700332]",psyrev dynamic troyer,187.04289437615267,219.37371632759,33,298
"[2, 2]","[2.986926339275219, 2.790275618392154, 2.063591602674275]",psyrev dynamic participant,184.55617275043048,219.37371632759,33,298
"[3, 0]","[3.0264192035177597, 3.294662952535394, -0.17245792920861436]",static plocal simdrop,179.58432152780873,219.37371632759,33,298
"[3, 1]","[3.0264192035177597, 3.294662952535394, -0.17245792920861436]",static plocal troyer,179.58432152780873,219.37371632759,33,298
"[3, 2]","[3.0264192035177597, 3.294662952535394, -0.17245792920861436]",static plocal participant,179.58432152780873,219.37371632759,33,298
"[4, 0]","[2.8744483081973073, 4.129149478471266, -0.19486787412850448]",dynamic pglobal simdrop,175.30846683852488,219.37371632759,33,298
"[4, 1]","[2.6760418537328934, 4.466528789000332, -0.18247371271788249]",dynamic pglobal troyer,181.98199392956258,219.37371632759,33,298
"[4, 2]","[3.0264192035177597, 3.294662952535394, -0.17245792920861436]",dynamic pglobal participant,179.58432152780873,219.37371632759,33,298
"[5, 0]","[2.874612947324345, 4.101560417494065, -0.18791764055491822]",dynamic plocal simdrop,176.9978752484206,219.37371632759,33,298
"[5, 1]","[2.728330039685111, 4.871185786472085, -0.2729074054197216]",dynamic plocal troyer,182.84235869148125,219.37371632759,33,298
"[5, 2]","[3.0264192035177597, 3.294662952535394, -0.17245792920861436]",dynamic plocal participant,179.58432152780873,219.37371632759,33,298
"[6, 0]","[2.8196621776975554, 3.3668966346230897, -0.21990819212786078]",dynamic pswitchonly simdrop,179.4988193409705,219.37371632759,33,298
"[6, 1]","[2.652942374171354, 3.670846295398802, -0.12488865027619392]",dynamic pswitchonly troyer,185.54769451434345,219.37371632759,33,298
"[6, 2]","[2.986926339275219, 2.790275618392154, 2.063591602674275]",dynamic pswitchonly participant,184.55617275043048,219.37371632759,33,298
"[1, 0]","[0.8659950163289503, -0.06336071267515198, -1.0892299780187118]",psyrev static simdrop,210.01835354172562,212.72602795402665,32,379
"[1, 1]","[0.8659950163289503, -0.06336071267515198, -1.0892299780187118]",psyrev static troyer,210.01835354172562,212.72602795402665,32,379
"[1, 2]","[0.8659950163289503, -0.06336071267515198, -1.0892299780187118]",psyrev static participant,210.01835354172562,212.72602795402665,32,379
"[2, 0]","[0.8083704873304094, 0.18258076379541155, -0.33711531869563205]",psyrev dynamic simdrop,209.6728998454282,212.72602795402665,32,379
"[2, 1]","[0.8219424587666742, 0.6096859670667858, 0.28341786624112475]",psyrev dynamic troyer,208.60158809367323,212.72602795402665,32,379
"[2, 2]","[0.8659950163289503, -0.06336071267515198, -1.0892299780187118]",psyrev dynamic participant,210.01835354172562,212.72602795402665,32,379
"[3, 0]","[0.8509377394521931, -0.058113013505854114, -0.06173725913153015]",static plocal simdrop,209.28198849065197,212.72602795402665,32,379
"[3, 1]","[0.8509377394521931, -0.058113013505854114, -0.06173725913153015]",static plocal troyer,209.28198849065197,212.72602795402665,32,379
"[3, 2]","[0.8509377394521931, -0.058113013505854114, -0.06173725913153015]",static plocal participant,209.28198849065197,212.72602795402665,32,379
"[4, 0]","[0.7951656294757744, 0.18964376741058653, -0.06340740665741394]",dynamic pglobal simdrop,208.89579362107037,212.72602795402665,32,379
"[4, 1]","[0.8108118383888936, 0.639539565845793, -0.06491771490490661]",dynamic pglobal troyer,207.78584729959277,212.72602795402665,32,379
"[4, 2]","[0.8509377394521931, -0.058113013505854114, -0.06173725913153015]",dynamic pglobal participant,209.28198849065197,212.72602795402665,32,379
"[5, 0]","[0.8037303342065858, 0.1862910413829077, -0.032918944205220124]",dynamic plocal simdrop,209.5164601695935,212.72602795402665,32,379
"[5, 1]","[0.8160496579280272, 0.6472951084614085, -0.08159891701632527]",dynamic plocal troyer,208.02303146853532,212.72602795402665,32,379
"[5, 2]","[0.8509377394521931, -0.058113013505854114, -0.06173725913153015]",dynamic plocal participant,209.28198849065197,212.72602795402665,32,379
"[6, 0]","[0.7982512929326798, 0.18263408816947413, -0.15542007031374155]",dynamic pswitchonly simdrop,208.54594662482015,212.72602795402665,32,379
"[6, 1]","[0.8168764568538277, 0.6094829981425574, -0.05150467043967658]",dynamic pswitchonly troyer,208.32301202079353,212.72602795402665,32,379
"[6, 2]","[0.8659950163289503, -0.06336071267515198, -1.0892299780187118]",dynamic pswitchonly participant,210.01835354172562,212.72602795402665,32,379
"[1, 0]","[2.1747809548742856, 3.409481576194098, -3.298606335536309]",psyrev static simdrop,166.44856688161804,199.43065120689997,30,380
"[1, 1]","[2.1747809548742856, 3.409481576194098, -3.298606335536309]",psyrev static troyer,166.44856688161804,199.43065120689997,30,380
"[1, 2]","[2.1747809548742856, 3.409481576194098, -3.298606335536309]",psyrev static participant,166.44856688161804,199.43065120689997,30,380
"[2, 0]","[2.123508761113896, 4.675573742504845, 0.8455060154393588]",psyrev dynamic simdrop,163.633581324902,199.43065120689997,30,380
"[2, 1]","[2.086239171554039, 5.124067090759552, -5.98878245735763]",psyrev dynamic troyer,162.5358651168158,199.43065120689997,30,380
"[2, 2]","[2.1747809548742856, 3.409481576194098, -3.298606335536309]",psyrev dynamic participant,166.44856688161804,199.43065120689997,30,380
"[3, 0]","[2.168832230530761, 3.530287658248937, -0.03525388295154824]",static plocal simdrop,166.2161373999083,199.43065120689997,30,380
"[3, 1]","[2.168832230530761, 3.530287658248937, -0.03525388295154824]",static plocal troyer,166.2161373999083,199.43065120689997,30,380
"[3, 2]","[2.168832230530761, 3.530287658248937, -0.03525388295154824]",static plocal participant,166.2161373999083,199.43065120689997,30,380
"[4, 0]","[2.1102893448463957, 4.937645999824963, -0.05011286710152643]",dynamic pglobal simdrop,163.1878373664704,199.43065120689997,30,380
"[4, 1]","[2.0769335522230774, 5.4653768959744315, -0.058228936230200465]",dynamic pglobal troyer,161.9533951223207,199.43065120689997,30,380
"[4, 2]","[2.168832230530761, 3.530287658248937, -0.03525388295154824]",dynamic pglobal participant,166.2161373999083,199.43065120689997,30,380
"[5, 0]","[2.1024680646156773, 5.286995195370838, -0.11161034073020032]",dynamic plocal simdrop,162.21340374007355,199.43065120689997,30,380
"[5, 1]","[2.081945922306762, 6.324827816736917, -0.1859753799444856]",dynamic plocal troyer,159.59472731112078,199.43065120689997,30,380
"[5, 2]","[2.168832230530761, 3.530287658248937, -0.03525388295154824]",dynamic plocal participant,166.2161373999083,199.43065120689997,30,380
"[6, 0]","[2.1285080500382345, 4.6751327530720115, 0.06136679660029632]",dynamic pswitchonly simdrop,163.39036135706152,199.43065120689997,30,380
"[6, 1]","[2.0962537788116204, 5.123165786804984, 0.07440921742235411]",dynamic pswitchonly troyer,162.06754842701744,199.43065120689997,30,380
"[6, 2]","[2.1747809548742856, 3.409481576194098, -3.298606335536309]",dynamic pswitchonly participant,166.44856688161804,199.43065120689997,30,380
"[1, 0]","[1.7685481660206561, 3.407093824420427, 1.1239260522753458]",psyrev static simdrop,238.0109482660515,279.20291168965997,42,381
"[1, 1]","[1.7685481660206561, 3.407093824420427, 1.1239260522753458]",psyrev static troyer,238.0109482660515,279.20291168965997,42,381
"[1, 2]","[1.7685481660206561, 3.407093824420427, 1.1239260522753458]",psyrev static participant,238.0109482660515,279.20291168965997,42,381
"[2, 0]","[1.6263299527923247, 4.199653211074569, -3.190941933804285]",psyrev dynamic simdrop,235.64141216124207,279.20291168965997,42,381
"[2, 1]","[1.7009943749488308, 4.384684683837931, -4.9977992197496235]",psyrev dynamic troyer,240.14671721566702,279.20291168965997,42,381
"[2, 2]","[1.7685481660206561, 3.407093824420427, 1.1239260522753458]",psyrev dynamic participant,238.0109482660515,279.20291168965997,42,381
"[3, 0]","[1.7432592884009344, 3.8416204204230353, -0.13213632598933348]",static plocal simdrop,233.84151399253108,279.20291168965997,42,381
"[3, 1]","[1.7432592884009344, 3.8416204204230353, -0.13213632598933348]",static plocal troyer,233.84151399253108,279.20291168965997,42,381
"[3, 2]","[1.7432592884009344, 3.8416204204230353, -0.13213632598933348]",static plocal participant,233.84151399253108,279.20291168965997,42,381
"[4, 0]","[1.591511490319945, 4.895354577656309, -0.1504881848755844]",dynamic pglobal simdrop,230.60729157208982,279.20291168965997,42,381
"[4, 1]","[1.6604403362257285, 5.06934428082029, -0.136885455646294]",dynamic pglobal troyer,235.86191000594195,279.20291168965997,42,381
