beta_labels,beta_frequency_semantic_phonology,model_names,optimal_nLLs,random_nLLs,N,subject
"[5, 0]","[2.7183549363407096, 5.63666369916197, -0.22208506998695637]",dynamic plocal simdrop,178.94046659734818,239.31678144828,36,791
"[5, 1]","[2.6953675712599265, 4.858343323335213, -0.1278749781424435]",dynamic plocal troyer,193.13336636858182,239.31678144828,36,791
"[5, 2]","[3.0224922837811956, 4.283694731645324, -0.14929283038731475]",dynamic plocal participant,183.04289848919296,239.31678144828,36,791
"[6, 0]","[2.707026186484991, 4.3871290380170755, -0.07997823165913781]",dynamic pswitchonly simdrop,184.6123666969319,239.31678144828,36,791
"[6, 1]","[2.6312954012989396, 4.206044689266511, -0.1789697019288598]",dynamic pswitchonly troyer,192.10028907040135,239.31678144828,36,791
"[6, 2]","[3.0267000329915197, 3.666478053558939, -2.060813057682126]",dynamic pswitchonly participant,187.45438829092285,239.31678144828,36,791
"[1, 0]","[2.9194760954886885, 2.4080172737347993, -2.4401645605035007]",psyrev static simdrop,236.86299985202805,272.55522331609666,41,792
"[1, 1]","[2.9194760954886885, 2.4080172737347993, -2.4401645605035007]",psyrev static troyer,236.86299985202805,272.55522331609666,41,792
"[1, 2]","[2.9194760954886885, 2.4080172737347993, -2.4401645605035007]",psyrev static participant,236.86299985202805,272.55522331609666,41,792
"[2, 0]","[2.8008535240234753, 2.9131210784127495, 0.543508016406314]",psyrev dynamic simdrop,236.36639305118698,272.55522331609666,41,792
"[2, 1]","[2.717565491026397, 3.1569139005908537, -1.624497006170691]",psyrev dynamic troyer,237.44555438391305,272.55522331609666,41,792
"[2, 2]","[2.9194760954886885, 2.4080172737347993, -2.4401645605035007]",psyrev dynamic participant,236.86299985202805,272.55522331609666,41,792
"[3, 0]","[2.8997099536694213, 2.638276589645676, -0.11297596294164475]",static plocal simdrop,233.8068276575775,272.55522331609666,41,792
"[3, 1]","[2.8997099536694213, 2.638276589645676, -0.11297596294164475]",static plocal troyer,233.8068276575775,272.55522331609666,41,792
"[3, 2]","[2.8997099536694213, 2.638276589645676, -0.11297596294164475]",static plocal participant,233.8068276575775,272.55522331609666,41,792
"[4, 0]","[2.783330702677998, 3.2120768665499635, -0.11444346882162923]",dynamic pglobal simdrop,233.24862528117632,272.55522331609666,41,792
"[4, 1]","[2.692683145551744, 3.494129382699386, -0.11389732758085669]",dynamic pglobal troyer,234.40035820481322,272.55522331609666,41,792
"[4, 2]","[2.8997099536694213, 2.638276589645676, -0.11297596294164475]",dynamic pglobal participant,233.8068276575775,272.55522331609666,41,792
"[5, 0]","[2.790304247618751, 3.1826611394777933, -0.10291749260092353]",dynamic plocal simdrop,234.56077271528355,272.55522331609666,41,792
"[5, 1]","[2.709380827155499, 3.6086722851783932, -0.15359022566576297]",dynamic plocal troyer,234.64545313712628,272.55522331609666,41,792
"[5, 2]","[2.8997099536694213, 2.638276589645676, -0.11297596294164475]",dynamic plocal participant,233.8068276575775,272.55522331609666,41,792
"[6, 0]","[2.7937548195681914, 2.9132723547742154, -0.1432711449610598]",dynamic pswitchonly simdrop,234.9837406350745,272.55522331609666,41,792
"[6, 1]","[2.705853107446645, 3.1573253750575256, -0.07199583041542361]",dynamic pswitchonly troyer,236.84817206331502,272.55522331609666,41,792
"[6, 2]","[2.9194760954886885, 2.4080172737347993, -2.4401645605035007]",dynamic pswitchonly participant,236.86299985202805,272.55522331609666,41,792
"[1, 0]","[1.7758975756828177, 3.3584897717035123, -0.3770261799717656]",psyrev static simdrop,199.14664992652916,232.66909307471667,35,793
"[1, 1]","[1.7758975756828177, 3.3584897717035123, -0.3770261799717656]",psyrev static troyer,199.14664992652916,232.66909307471667,35,793
"[1, 2]","[1.7758975756828177, 3.3584897717035123, -0.3770261799717656]",psyrev static participant,199.14664992652916,232.66909307471667,35,793
"[2, 0]","[1.6657504741050477, 4.049823051371757, -2.961106287678141]",psyrev dynamic simdrop,196.34921068120232,232.66909307471667,35,793
"[2, 1]","[1.745591319678221, 3.9025245639845023, -0.8917832214853598]",psyrev dynamic troyer,203.20869173740485,232.66909307471667,35,793
"[2, 2]","[1.7758975756828177, 3.3584897717035123, -0.3770261799717656]",psyrev dynamic participant,199.14664992652916,232.66909307471667,35,793
"[3, 0]","[1.7624202013543702, 3.674588704632962, -0.09612907382857593]",static plocal simdrop,197.2280328822254,232.66909307471667,35,793
"[3, 1]","[1.7624202013543702, 3.674588704632962, -0.09612907382857593]",static plocal troyer,197.2280328822254,232.66909307471667,35,793
"[3, 2]","[1.7624202013543702, 3.674588704632962, -0.09612907382857593]",static plocal participant,197.2280328822254,232.66909307471667,35,793
"[4, 0]","[1.6411225755675591, 4.553815319070499, -0.11545258325550853]",dynamic pglobal simdrop,193.76145960698784,232.66909307471667,35,793
"[4, 1]","[1.7222868474086488, 4.278095012369027, -0.09166730980937851]",dynamic pglobal troyer,201.49754364301603,232.66909307471667,35,793
"[4, 2]","[1.7624202013543702, 3.674588704632962, -0.09612907382857593]",dynamic pglobal participant,197.2280328822254,232.66909307471667,35,793
"[5, 0]","[1.655822949046386, 4.479493527070252, -0.09967457644982874]",dynamic plocal simdrop,194.95960984988093,232.66909307471667,35,793
"[5, 1]","[1.7336959432567631, 4.188984673594408, -0.07087093207337083]",dynamic plocal troyer,202.5527999936144,232.66909307471667,35,793
"[5, 2]","[1.7624202013543702, 3.674588704632962, -0.09612907382857593]",dynamic plocal participant,197.2280328822254,232.66909307471667,35,793
"[6, 0]","[1.6483145047075733, 4.052095330259556, -0.16084117488470337]",dynamic pswitchonly simdrop,195.0268674880454,232.66909307471667,35,793
"[6, 1]","[1.734487368366531, 3.9038186817649643, -0.1318646399480864]",dynamic pswitchonly troyer,201.99663850577946,232.66909307471667,35,793
"[6, 2]","[1.7758975756828177, 3.3584897717035123, -0.3770261799717656]",dynamic pswitchonly participant,199.14664992652916,232.66909307471667,35,793
"[1, 0]","[1.8692211249352635, 3.7944367322975374, 4.562914570679939]",psyrev static simdrop,195.92771957099296,245.96446982184335,37,794
"[1, 1]","[1.8692211249352635, 3.7944367322975374, 4.562914570679939]",psyrev static troyer,195.92771957099296,245.96446982184335,37,794
"[1, 2]","[1.8692211249352635, 3.7944367322975374, 4.562914570679939]",psyrev static participant,195.92771957099296,245.96446982184335,37,794
"[2, 0]","[1.745350735722189, 4.1983129770198175, -6.415053584873267]",psyrev dynamic simdrop,200.3584634872013,245.96446982184335,37,794
"[2, 1]","[1.8057185098365287, 4.1413134322384355, -2.02507280101088]",psyrev dynamic troyer,200.54291193109032,245.96446982184335,37,794
"[2, 2]","[1.8692211249352635, 3.7944367322975374, 4.562914570679939]",psyrev dynamic participant,195.92771957099296,245.96446982184335,37,794
"[3, 0]","[1.8436840643805879, 4.453344413510122, -0.17982734298747727]",static plocal simdrop,189.42203554652914,245.96446982184335,37,794
"[3, 1]","[1.8436840643805879, 4.453344413510122, -0.17982734298747727]",static plocal troyer,189.42203554652914,245.96446982184335,37,794
"[3, 2]","[1.8436840643805879, 4.453344413510122, -0.17982734298747727]",static plocal participant,189.42203554652914,245.96446982184335,37,794
"[4, 0]","[1.7340386784826642, 5.058532377108326, -0.18973308224259405]",dynamic pglobal simdrop,193.55256835553567,245.96446982184335,37,794
"[4, 1]","[1.7663955638758704, 4.928430337409196, -0.18300206871612135]",dynamic pglobal troyer,194.20901172027794,245.96446982184335,37,794
"[4, 2]","[1.8436840643805879, 4.453344413510122, -0.17982734298747727]",dynamic pglobal participant,189.42203554652914,245.96446982184335,37,794
"[5, 0]","[1.7439849499011137, 5.097502296488779, -0.19828699203363065]",dynamic plocal simdrop,195.09176712880944,245.96446982184335,37,794
"[5, 1]","[1.7830147002646723, 4.832187283923227, -0.16219490758010474]",dynamic plocal troyer,196.77389203702555,245.96446982184335,37,794
"[5, 2]","[1.8436840643805879, 4.453344413510122, -0.17982734298747727]",dynamic plocal participant,189.42203554652914,245.96446982184335,37,794
"[6, 0]","[1.736855879644013, 4.199585392260188, -0.1671336222861011]",dynamic pswitchonly simdrop,198.78838887790712,245.96446982184335,37,794
"[6, 1]","[1.7868703459984008, 4.143495638492574, -0.2667175610207895]",dynamic pswitchonly troyer,197.7259816034436,245.96446982184335,37,794
"[6, 2]","[1.8692211249352635, 3.7944367322975374, 4.562914570679939]",dynamic pswitchonly participant,195.92771957099296,245.96446982184335,37,794
"[1, 0]","[1.5223286735846275, 2.571071348397909, -0.847544987200834]",psyrev static simdrop,251.72810039700644,279.20291168965997,42,795
"[1, 1]","[1.5223286735846275, 2.571071348397909, -0.847544987200834]",psyrev static troyer,251.72810039700644,279.20291168965997,42,795
"[1, 2]","[1.5223286735846275, 2.571071348397909, -0.847544987200834]",psyrev static participant,251.72810039700644,279.20291168965997,42,795
"[2, 0]","[1.5737664731212857, 3.1652016107581713, 1.30089313066075]",psyrev dynamic simdrop,248.74851781413747,279.20291168965997,42,795
"[2, 1]","[1.5073665210548455, 2.873088607744551, -0.9751095446303594]",psyrev dynamic troyer,256.9089079826169,279.20291168965997,42,795
"[2, 2]","[1.5223286735846275, 2.571071348397909, -0.847544987200834]",psyrev dynamic participant,251.72810039700644,279.20291168965997,42,795
"[3, 0]","[1.5003038503842363, 2.8695292391031613, -0.15654122821343616]",static plocal simdrop,246.36807524967972,279.20291168965997,42,795
"[3, 1]","[1.5003038503842363, 2.8695292391031613, -0.15654122821343616]",static plocal troyer,246.36807524967972,279.20291168965997,42,795
"[3, 2]","[1.5003038503842363, 2.8695292391031613, -0.15654122821343616]",static plocal participant,246.36807524967972,279.20291168965997,42,795
"[4, 0]","[1.5560130172642488, 3.5887674403805283, -0.16563990563222802]",dynamic pglobal simdrop,242.93528215611235,279.20291168965997,42,795
"[4, 1]","[1.4778445287458215, 3.217988476540412, -0.15292742574705787]",dynamic pglobal troyer,251.95365780038287,279.20291168965997,42,795
"[4, 2]","[1.5003038503842363, 2.8695292391031613, -0.15654122821343616]",dynamic pglobal participant,246.36807524967972,279.20291168965997,42,795
"[5, 0]","[1.5758680070656306, 3.7387703149077156, -0.23061568121056503]",dynamic plocal simdrop,241.50774350143104,279.20291168965997,42,795
"[5, 1]","[1.5015810851819373, 3.2957014267092952, -0.18616284321681323]",dynamic plocal troyer,253.69219483088713,279.20291168965997,42,795
"[5, 2]","[1.5003038503842363, 2.8695292391031613, -0.15654122821343616]",dynamic plocal participant,246.36807524967972,279.20291168965997,42,795
"[6, 0]","[1.5685034835967446, 3.1650694777802864, -0.03503201475786649]",dynamic pswitchonly simdrop,248.6620267220495,279.20291168965997,42,795
"[6, 1]","[1.4854399583757263, 2.8710571989497344, -0.12586347088010943]",dynamic pswitchonly troyer,255.01089263509954,279.20291168965997,42,795
"[6, 2]","[1.5223286735846275, 2.571071348397909, -0.847544987200834]",dynamic pswitchonly participant,251.72810039700644,279.20291168965997,42,795
"[1, 0]","[1.8512094175165785, 0.2231571978700705, -1.9585404506277015]",psyrev static simdrop,235.30896387049285,245.96446982184335,37,796
"[1, 1]","[1.8512094175165785, 0.2231571978700705, -1.9585404506277015]",psyrev static troyer,235.30896387049285,245.96446982184335,37,796
"[1, 2]","[1.8512094175165785, 0.2231571978700705, -1.9585404506277015]",psyrev static participant,235.30896387049285,245.96446982184335,37,796
"[2, 0]","[1.8451824928641651, 0.1133710899431184, -0.5736336224520935]",psyrev dynamic simdrop,235.64099644038652,245.96446982184335,37,796
"[2, 1]","[1.8563232408236707, -0.11023950139504934, -0.06428963864269291]",psyrev dynamic troyer,235.69539612776975,245.96446982184335,37,796
"[2, 2]","[1.8512094175165785, 0.2231571978700705, -1.9585404506277015]",psyrev dynamic participant,235.30896387049285,245.96446982184335,37,796
"[3, 0]","[1.8475382295931384, 0.2257931598777573, -0.014930263559618625]",static plocal simdrop,235.2584062353922,245.96446982184335,37,796
"[3, 1]","[1.8475382295931384, 0.2257931598777573, -0.014930263559618625]",static plocal troyer,235.2584062353922,245.96446982184335,37,796
"[3, 2]","[1.8475382295931384, 0.2257931598777573, -0.014930263559618625]",static plocal participant,235.2584062353922,245.96446982184335,37,796
"[4, 0]","[1.8414840500003318, 0.1155056949090564, -0.014120231437278169]",dynamic pglobal simdrop,235.59582766301406,245.96446982184335,37,796
"[4, 1]","[1.8525053143148134, -0.10845680884630113, -0.01330349248133262]",dynamic pglobal troyer,235.65537709043164,245.96446982184335,37,796
"[4, 2]","[1.8475382295931384, 0.2257931598777573, -0.014930263559618625]",dynamic pglobal participant,235.2584062353922,245.96446982184335,37,796
"[5, 0]","[1.8377776789004288, 0.11887710499573242, -0.037657002175431956]",dynamic plocal simdrop,235.4153079939083,245.96446982184335,37,796
"[5, 1]","[1.8535013369700593, -0.10623544347675595, -0.034937585371874455]",dynamic plocal troyer,235.58175206962426,245.96446982184335,37,796
"[5, 2]","[1.8475382295931384, 0.2257931598777573, -0.014930263559618625]",dynamic plocal participant,235.2584062353922,245.96446982184335,37,796
"[6, 0]","[1.8481264341363128, 0.11336415290586425, 0.04395933949666641]",dynamic pswitchonly simdrop,235.51587201747364,245.96446982184335,37,796
"[6, 1]","[1.8567253683618015, -0.11031047615477196, 0.002009742337385226]",dynamic pswitchonly troyer,235.69486168404148,245.96446982184335,37,796
"[6, 2]","[1.8512094175165785, 0.2231571978700705, -1.9585404506277015]",dynamic pswitchonly participant,235.30896387049285,245.96446982184335,37,796
"[1, 0]","[1.0593285160242596, 0.16253797555658206, -0.3585545263209797]",psyrev static simdrop,273.53905345266014,279.20291168965997,42,797
"[1, 1]","[1.0593285160242596, 0.16253797555658206, -0.3585545263209797]",psyrev static troyer,273.53905345266014,279.20291168965997,42,797
"[1, 2]","[1.0593285160242596, 0.16253797555658206, -0.3585545263209797]",psyrev static participant,273.53905345266014,279.20291168965997,42,797
"[2, 0]","[1.0815567807883388, 0.39057085265490754, -1.9150034363984527]",psyrev dynamic simdrop,272.3585805881312,279.20291168965997,42,797
"[2, 1]","[0.8885291872380217, 4.492493769281786, -0.6625458927855039]",psyrev dynamic troyer,246.69665139311013,279.20291168965997,42,797
"[2, 2]","[1.0593285160242596, 0.16253797555658206, -0.3585545263209797]",psyrev dynamic participant,273.53905345266014,279.20291168965997,42,797
"[3, 0]","[1.051612566015584, 0.16527453998275066, -0.031639732717937394]",static plocal simdrop,273.28330364055887,279.20291168965997,42,797
"[3, 1]","[1.051612566015584, 0.16527453998275066, -0.031639732717937394]",static plocal troyer,273.28330364055887,279.20291168965997,42,797
"[3, 2]","[1.051612566015584, 0.16527453998275066, -0.031639732717937394]",static plocal participant,273.28330364055887,279.20291168965997,42,797
"[4, 0]","[1.0737591301196394, 0.3934855920576241, -0.032101561037036055]",dynamic pglobal simdrop,272.09497201647486,279.20291168965997,42,797
"[4, 1]","[0.8787417436852034, 4.871669389999216, -0.08125410782925047]",dynamic pglobal troyer,245.116551073105,279.20291168965997,42,797
"[4, 2]","[1.051612566015584, 0.16527453998275066, -0.031639732717937394]",dynamic pglobal participant,273.28330364055887,279.20291168965997,42,797
"[5, 0]","[1.0732951812786728, 0.3956987328695317, -0.05654358569426346]",dynamic plocal simdrop,271.787375576571,279.20291168965997,42,797
"[5, 1]","[0.8911280998027469, 4.827407190489181, -0.0726728840612841]",dynamic plocal troyer,246.12517830399673,279.20291168965997,42,797
"[5, 2]","[1.051612566015584, 0.16527453998275066, -0.031639732717937394]",dynamic plocal participant,273.28330364055887,279.20291168965997,42,797
"[6, 0]","[1.0840926976738159, 0.39067732529765353, 0.026613949888629043]",dynamic pswitchonly simdrop,272.3058239559962,279.20291168965997,42,797
"[6, 1]","[0.8746715599678494, 4.495340570135632, -0.08854669337593951]",dynamic pswitchonly troyer,245.6734831725902,279.20291168965997,42,797
"[6, 2]","[1.0593285160242596, 0.16253797555658206, -0.3585545263209797]",dynamic pswitchonly participant,273.53905345266014,279.20291168965997,42,797
"[1, 0]","[1.695322431928786, 3.060512570841393, 2.3374152767356993]",psyrev static simdrop,235.94975161331934,265.90753494253335,40,798
"[1, 1]","[1.695322431928786, 3.060512570841393, 2.3374152767356993]",psyrev static troyer,235.94975161331934,265.90753494253335,40,798
"[1, 2]","[1.695322431928786, 3.060512570841393, 2.3374152767356993]",psyrev static participant,235.94975161331934,265.90753494253335,40,798
"[2, 0]","[1.6236498891349818, 3.906305890067521, 3.964380489781103]",psyrev dynamic simdrop,232.63207304670334,265.90753494253335,40,798
"[2, 1]","[1.6413265806333284, 4.353243526613706, -1.4064931370370086]",psyrev dynamic troyer,236.93036355561028,265.90753494253335,40,798
"[2, 2]","[1.695322431928786, 3.060512570841393, 2.3374152767356993]",psyrev dynamic participant,235.94975161331934,265.90753494253335,40,798
"[3, 0]","[1.6843276514766625, 3.2550305702713613, -0.07019578579230712]",static plocal simdrop,234.72180799667365,265.90753494253335,40,798
"[3, 1]","[1.6843276514766625, 3.2550305702713613, -0.07019578579230712]",static plocal troyer,234.72180799667365,265.90753494253335,40,798
"[3, 2]","[1.6843276514766625, 3.2550305702713613, -0.07019578579230712]",static plocal participant,234.72180799667365,265.90753494253335,40,798
"[4, 0]","[1.6104473702669546, 4.226088983749982, -0.07949194919574346]",dynamic pglobal simdrop,231.10989321858864,265.90753494253335,40,798
"[4, 1]","[1.6224250269905487, 4.658701993340446, -0.07018834835895553]",dynamic pglobal troyer,235.73640379373614,265.90753494253335,40,798
"[4, 2]","[1.6843276514766625, 3.2550305702713613, -0.07019578579230712]",dynamic pglobal participant,234.72180799667365,265.90753494253335,40,798
"[5, 0]","[1.6191081909630989, 4.071248552456291, -0.04178504271504002]",dynamic plocal simdrop,232.32993527210425,265.90753494253335,40,798
"[5, 1]","[1.642688864728786, 4.303324868940707, 0.012024213978997682]",dynamic plocal troyer,236.91463581090048,265.90753494253335,40,798
"[5, 2]","[1.6843276514766625, 3.2550305702713613, -0.07019578579230712]",dynamic plocal participant,234.72180799667365,265.90753494253335,40,798
"[6, 0]","[1.614241627417614, 3.907276245800722, -0.19050722097015094]",dynamic pswitchonly simdrop,230.52005328732636,265.90753494253335,40,798
"[6, 1]","[1.6212983582328517, 4.354702992737072, -0.14338938379896876]",dynamic pswitchonly troyer,234.41264576248955,265.90753494253335,40,798
"[6, 2]","[1.695322431928786, 3.060512570841393, 2.3374152767356993]",dynamic pswitchonly participant,235.94975161331934,265.90753494253335,40,798
"[1, 0]","[1.6636117504529677, 3.4649569163791663, -0.3872111107125664]",psyrev static simdrop,194.1216333045313,226.02140470115333,34,893
"[1, 1]","[1.6636117504529677, 3.4649569163791663, -0.3872111107125664]",psyrev static troyer,194.1216333045313,226.02140470115333,34,893
"[1, 2]","[1.6636117504529677, 3.4649569163791663, -0.3872111107125664]",psyrev static participant,194.1216333045313,226.02140470115333,34,893
"[2, 0]","[1.6402938971763197, 4.309805165147303, -19.229108596822982]",psyrev dynamic simdrop,190.53530758355024,226.02140470115333,34,893
"[2, 1]","[1.653604719395632, 4.960452212233468, -2.027531536223732]",psyrev dynamic troyer,198.16381824557607,226.02140470115333,34,893
"[2, 2]","[1.6636117504529677, 3.4649569163791663, -0.3872111107125664]",psyrev dynamic participant,194.1216333045313,226.02140470115333,34,893
"[3, 0]","[1.6197149565656095, 3.832893682174354, -0.1098844127639799]",static plocal simdrop,191.70897815870873,226.02140470115333,34,893
"[3, 1]","[1.6197149565656095, 3.832893682174354, -0.1098844127639799]",static plocal troyer,191.70897815870873,226.02140470115333,34,893
"[3, 2]","[1.6197149565656095, 3.832893682174354, -0.1098844127639799]",static plocal participant,191.70897815870873,226.02140470115333,34,893
"[4, 0]","[1.582575217314497, 4.896369071518032, -0.12562449568737888]",dynamic pglobal simdrop,187.5120513079301,226.02140470115333,34,893
"[4, 1]","[1.6156404444735106, 5.607296797495312, -0.11265801802373643]",dynamic pglobal troyer,195.74918446271005,226.02140470115333,34,893
"[4, 2]","[1.6197149565656095, 3.832893682174354, -0.1098844127639799]",dynamic pglobal participant,191.70897815870873,226.02140470115333,34,893
"[5, 0]","[1.5737049057606316, 5.130066637206118, -0.17363474387900124]",dynamic plocal simdrop,186.47387373526524,226.02140470115333,34,893
"[5, 1]","[1.6384907739147052, 5.471640954883696, -0.09041288890767132]",dynamic plocal troyer,197.493238686972,226.02140470115333,34,893
"[5, 2]","[1.6197149565656095, 3.832893682174354, -0.1098844127639799]",dynamic plocal participant,191.70897815870873,226.02140470115333,34,893
"[6, 0]","[1.6400332313165622, 4.309764884569404, -0.003660024001390481]",dynamic pswitchonly simdrop,190.53459488677444,226.02140470115333,34,893
"[6, 1]","[1.632626538409378, 4.962120541893077, -0.1302206496540843]",dynamic pswitchonly troyer,196.35265992391604,226.02140470115333,34,893
"[6, 2]","[1.6636117504529677, 3.4649569163791663, -0.3872111107125664]",dynamic pswitchonly participant,194.1216333045313,226.02140470115333,34,893
"[1, 0]","[1.361700713311919, 0.8656648416415764, -2.823537082685272]",psyrev static simdrop,268.09818756980724,279.20291168965997,42,896
"[1, 1]","[1.361700713311919, 0.8656648416415764, -2.823537082685272]",psyrev static troyer,268.09818756980724,279.20291168965997,42,896
"[1, 2]","[1.361700713311919, 0.8656648416415764, -2.823537082685272]",psyrev static participant,268.09818756980724,279.20291168965997,42,896
"[2, 0]","[1.554399777439044, 2.919056977073799, -1.2278976373908768]",psyrev dynamic simdrop,251.18868019374995,279.20291168965997,42,896
"[2, 1]","[1.3359000536128032, 0.4407104475083228, -0.5079868583768654]",psyrev dynamic troyer,271.5181942179643,279.20291168965997,42,896
"[2, 2]","[1.361700713311919, 0.8656648416415764, -2.823537082685272]",psyrev dynamic participant,268.09818756980724,279.20291168965997,42,896
"[3, 0]","[1.3666674021519147, 0.8526557777088564, 0.022039042141751737]",static plocal simdrop,267.9686248715499,279.20291168965997,42,896
"[3, 1]","[1.3666674021519147, 0.8526557777088564, 0.022039042141751737]",static plocal troyer,267.9686248715499,279.20291168965997,42,896
"[3, 2]","[1.3666674021519147, 0.8526557777088564, 0.022039042141751737]",static plocal participant,267.9686248715499,279.20291168965997,42,896
"[4, 0]","[1.5542036790377716, 2.925083498388934, -0.002436605384437643]",dynamic pglobal simdrop,251.18711922632207,279.20291168965997,42,896
"[4, 1]","[1.341987684589699, 0.42784124224956277, 0.02579924737706595]",dynamic pglobal troyer,271.34124547179294,279.20291168965997,42,896
"[4, 2]","[1.3666674021519147, 0.8526557777088564, 0.022039042141751737]",dynamic pglobal participant,267.9686248715499,279.20291168965997,42,896
"[5, 0]","[1.553122646080479, 3.044621006248561, -0.05008775343436639]",dynamic plocal simdrop,250.71243010198725,279.20291168965997,42,896
"[5, 1]","[1.3416352965995268, 0.4063324730934009, 0.06694377025412013]",dynamic plocal troyer,270.9661235159915,279.20291168965997,42,896
"[5, 2]","[1.3666674021519147, 0.8526557777088564, 0.022039042141751737]",dynamic plocal participant,267.9686248715499,279.20291168965997,42,896
"[6, 0]","[1.5619040199416254, 2.919528914735279, 0.12814161627483883]",dynamic pswitchonly simdrop,250.05320224213304,279.20291168965997,42,896
"[6, 1]","[1.334432339023992, 0.44067405388499487, -0.009537427048961555]",dynamic pswitchonly troyer,271.5051667719342,279.20291168965997,42,896
"[6, 2]","[1.361700713311919, 0.8656648416415764, -2.823537082685272]",dynamic pswitchonly participant,268.09818756980724,279.20291168965997,42,896
"[1, 0]","[3.1528085545366675, 3.0076073537497603, 1.4505968310356359]",psyrev static simdrop,155.87229308244014,186.13527445977329,28,897
"[1, 1]","[3.1528085545366675, 3.0076073537497603, 1.4505968310356359]",psyrev static troyer,155.87229308244014,186.13527445977329,28,897
"[1, 2]","[3.1528085545366675, 3.0076073537497603, 1.4505968310356359]",psyrev static participant,155.87229308244014,186.13527445977329,28,897
"[2, 0]","[2.9958730767769572, 3.9382715011407683, -4.791601256288159]",psyrev dynamic simdrop,152.46168697989592,186.13527445977329,28,897
"[2, 1]","[2.9375559296006606, 4.640757214942473, -4.876658807412236]",psyrev dynamic troyer,154.2901218242508,186.13527445977329,28,897
"[2, 2]","[3.1528085545366675, 3.0076073537497603, 1.4505968310356359]",psyrev dynamic participant,155.87229308244014,186.13527445977329,28,897
"[3, 0]","[3.1497400405115874, 3.1284160650797697, -0.042608092933199004]",static plocal simdrop,155.5577572843735,186.13527445977329,28,897
"[3, 1]","[3.1497400405115874, 3.1284160650797697, -0.042608092933199004]",static plocal troyer,155.5577572843735,186.13527445977329,28,897
"[3, 2]","[3.1497400405115874, 3.1284160650797697, -0.042608092933199004]",static plocal participant,155.5577572843735,186.13527445977329,28,897
"[4, 0]","[2.977571185187669, 4.144622476366771, -0.05273125418755478]",dynamic pglobal simdrop,152.00746742399687,186.13527445977329,28,897
"[4, 1]","[2.922436386324002, 4.8956099353963864, -0.049553160729152904]",dynamic pglobal troyer,153.8851707113751,186.13527445977329,28,897
"[4, 2]","[3.1497400405115874, 3.1284160650797697, -0.042608092933199004]",dynamic pglobal participant,155.5577572843735,186.13527445977329,28,897
"[5, 0]","[2.9761085274289165, 4.2137141087757, -0.0697792474272555]",dynamic plocal simdrop,151.88606563248163,186.13527445977329,28,897
"[5, 1]","[2.9250579475520357, 4.907323065004337, -0.05175861323945555]",dynamic plocal troyer,154.07561341158632,186.13527445977329,28,897
"[5, 2]","[3.1497400405115874, 3.1284160650797697, -0.042608092933199004]",dynamic plocal participant,155.5577572843735,186.13527445977329,28,897
"[6, 0]","[2.9952541151459906, 3.938274594038437, -0.007812791067255676]",dynamic pswitchonly simdrop,152.4588491582586,186.13527445977329,28,897
"[6, 1]","[2.9344500066236208, 4.640829551785128, -0.047438860148724595]",dynamic pswitchonly troyer,154.09900456666537,186.13527445977329,28,897
"[6, 2]","[3.1528085545366675, 3.0076073537497603, 1.4505968310356359]",dynamic pswitchonly participant,155.87229308244014,186.13527445977329,28,897
"[1, 0]","[0.9537379286816345, 3.7800367939772808, 0.5237542848155943]",psyrev static simdrop,253.80494919796834,292.4982884367866,44,898
"[1, 1]","[0.9537379286816345, 3.7800367939772808, 0.5237542848155943]",psyrev static troyer,253.80494919796834,292.4982884367866,44,898
"[1, 2]","[0.9537379286816345, 3.7800367939772808, 0.5237542848155943]",psyrev static participant,253.80494919796834,292.4982884367866,44,898
"[2, 0]","[0.9971824425025269, 4.536431409531916, -1.3615650744660497]",psyrev dynamic simdrop,250.66245539793726,292.4982884367866,44,898
"[2, 1]","[1.0484510406437189, 5.395054146269417, -2.3027573846806293]",psyrev dynamic troyer,260.24214778413983,292.4982884367866,44,898
"[2, 2]","[0.9537379286816345, 3.7800367939772808, 0.5237542848155943]",psyrev dynamic participant,253.80494919796834,292.4982884367866,44,898
"[3, 0]","[0.9168086783603084, 4.313041135725259, -0.1497795635708281]",static plocal simdrop,248.0955023739524,292.4982884367866,44,898
"[3, 1]","[0.9168086783603084, 4.313041135725259, -0.1497795635708281]",static plocal troyer,248.0955023739524,292.4982884367866,44,898
"[3, 2]","[0.9168086783603084, 4.313041135725259, -0.1497795635708281]",static plocal participant,248.0955023739524,292.4982884367866,44,898
"[4, 0]","[0.9349867872479409, 5.358449988073379, -0.1674587583933579]",dynamic pglobal simdrop,244.00334761083712,292.4982884367866,44,898
"[4, 1]","[1.0042181059302555, 6.398441228338331, -0.16264094767372828]",dynamic pglobal troyer,254.23139833751154,292.4982884367866,44,898
"[4, 2]","[0.9168086783603084, 4.313041135725259, -0.1497795635708281]",dynamic pglobal participant,248.0955023739524,292.4982884367866,44,898
"[5, 0]","[0.9384425529867204, 5.594651036506585, -0.2124272700786277]",dynamic plocal simdrop,243.0691231228034,292.4982884367866,44,898
"[5, 1]","[1.0224569799365266, 6.967841173127107, -0.24177222671121545]",dynamic plocal troyer,255.62785995799754,292.4982884367866,44,898
"[5, 2]","[0.9168086783603084, 4.313041135725259, -0.1497795635708281]",dynamic plocal participant,248.0955023739524,292.4982884367866,44,898
