item,subject,semantic,frequency,phonology,simdrop,troyer,participant
rat,50024,0.5147536641644797,3.221,0.0001,0,1,1.0
mouse,50024,0.4651035341635051,2.989,0.0001,0,0,0.0
rabbit,50024,0.3763381312511993,3.029,0.0001,1,1,0.0
pheasant,50024,0.4447331626085307,1.623,0.3333333333333333,0,1,1.0
whale,50024,0.2495014522885896,2.76,0.0001,1,1,1.0
fish,50024,0.5517762083942779,3.629,0.0001,0,0,0.0
shark,50024,0.527830852780369,2.884,0.0001,0,0,0.0
starfish,50024,0.4257721481039711,1.591,0.2857142857142857,0,0,0.0
octopus,50024,0.4180142496670664,2.0,0.0001,0,0,0.0
orangutan,50024,0.3709043132102685,1.477,0.125,1,1,1.0
kangaroo,50024,0.4097159715017588,2.075,0.125,0,1,1.0
koala_bear,50024,0.5491559071282054,2.053078443,0.125,0,1,0.0
giraffe,50024,0.4797358678223216,1.887,0.0001,1,1,0.0
elephant,50024,0.5931813506573693,2.764,0.1428571428571429,0,0,0.0
zebra,50024,0.5278517485338206,2.111,0.1428571428571429,0,0,0.0
frog,50024,0.4168024477816201,2.781,0.0001,1,1,1.0
toad,50024,0.7049819468879595,2.464,0.0001,0,0,0.0
lizard,50024,0.6960156530218682,2.394,0.1999999999999999,0,0,0.0
skunk,50024,0.4307365249821366,2.223,0.0001,1,1,1.0
possum,50024,0.514131729666672,2.025,0.0001,2,2,0.0
raccoon,50024,0.5776079232900755,1.869,0.0001,2,2,0.0
ape,50025,0.0001,2.694,0.0001,2,2,2.0
antelope,50025,0.3689690210720443,1.708,0.1428571428571429,0,1,0.0
anteater,50025,0.411063315611576,1.079,0.4285714285714286,0,1,0.0
bee,50025,0.3183238880988825,2.724,0.0001,1,1,1.0
butterfly,50025,0.4430803711974346,2.45,0.1428571428571429,0,0,0.0
beaver,50025,0.3099477233951635,2.393,0.2857142857142857,0,1,0.0
bat,50025,0.2208316584079424,3.022,0.25,0,1,0.0
barracuda,50025,0.1599893641051694,1.556,0.125,1,1,0.0
cat,50025,0.2259513230622835,3.529,0.125,0,1,1.0
cow,50025,0.403524617112434,3.115,0.3333333333333333,0,1,0.0
dog,50025,0.4019733513310155,3.993,0.0001,0,1,1.0
dolphin,50025,0.379418343751166,2.152,0.1666666666666666,0,1,0.0
deer,50025,0.2889386834153484,2.648,0.1666666666666666,1,1,0.0
elephant,50025,0.3820976182446675,2.764,0.0001,0,1,1.0
fish,50025,0.2726871515311466,3.629,0.1428571428571429,1,1,1.0
frog,50025,0.4512003013674686,2.781,0.25,0,0,0.0
goat,50025,0.4075486240653314,2.731,0.0001,1,1,1.0
lion,50025,0.4467251235910571,2.894,0.0001,0,1,1.0
zebra,50025,0.3692863681297039,2.111,0.0001,0,0,0.0
octopus,50025,0.284072096400324,2.0,0.0001,1,1,1.0
starfish,50025,0.4180142496670664,1.591,0.0001,0,0,0.0
hamster,50025,0.3353469714102315,2.041,0.0001,1,1,1.0
gerbil,50025,0.6024453537468423,2.514547753,0.0001,0,0,0.0
rat,50025,0.5173371482829082,3.221,0.0001,0,0,0.0
mouse,50025,0.4651035341635051,2.989,0.0001,0,0,0.0
rabbit,50025,0.3763381312511993,3.029,0.0001,1,1,0.0
gopher,50025,0.4534842112436918,1.863,0.0001,0,1,0.0
groundhog,50025,0.3812969436425937,1.887,0.125,0,0,0.0
flying_squirrel,50025,0.242698707295299,0.5,0.0001,1,1,0.0
squirrel,50025,0.3398580326160018,2.447,0.5454545454545454,0,1,0.0
mammoth,50025,0.1896356979814342,1.613,0.1666666666666666,1,1,1.0
snake,50025,0.2162334831026366,3.057,0.0001,0,1,1.0
fawn,50025,0.3699915883220712,1.568,0.0001,0,1,1.0
mule,50025,0.2304667682339579,2.555,0.0001,1,1,1.0
donkey,50025,0.5676048146472004,2.438,0.0001,0,0,0.0
coyote,50025,0.3235791745992926,2.269,0.1999999999999999,1,1,1.0
cub,50025,0.4483190951375534,2.033,0.1999999999999999,0,1,0.0
leopard,50025,0.4410126799490041,2.442,0.0001,0,1,0.0
platypus,50025,0.331069157540762,0.602,0.25,1,1,1.0
kangaroo,50025,0.4305601684475829,2.075,0.0001,0,0,0.0
koala,50025,0.4943212601533487,1.505,0.1666666666666666,0,0,0.0
sloth,50025,0.193858913318309,1.875,0.0001,1,1,0.0
chimpanzee,50025,0.2722943443269014,1.799,0.0001,0,1,1.0
black_bear,50025,0.0756314984509715,0.5,0.0001,1,1,1.0
hedgehog,50025,0.1542619471371749,1.204,0.0001,0,1,1.0
porcupine,50025,0.4907321488816312,1.532,0.0001,0,0,0.0
ferret,50025,0.2001748436635281,1.924,0.2222222222222222,1,1,1.0
duck,50025,0.2247287621077238,3.102,0.0001,0,1,1.0
goose,50025,0.5306288127278954,2.824,0.0001,0,1,0.0
turkey,50025,0.619588046484707,3.062,0.0001,0,1,0.0
bird,50025,0.5290361425118498,3.365,0.25,0,0,0.0
alligator,50025,0.4671866236740211,2.253,0.0001,2,2,1.0
crocodile,50025,0.7101820284911673,2.064,0.0001,2,2,0.0
dog,50026,0.0001,3.993,0.0001,2,2,2.0
cat,50026,0.7609456880598081,3.529,0.0001,0,0,0.0
ferret,50026,0.3931748255063799,1.924,0.1999999999999999,0,1,0.0
badger,50026,0.3461734815548412,1.954,0.0001,0,0,1.0
giraffe,50026,0.2824195071073769,1.887,0.0001,1,1,1.0
rhino,50026,0.6172139347028257,2.029,0.0001,0,0,0.0
elephant,50026,0.6780353545351843,2.764,0.1428571428571429,0,0,0.0
hippo,50026,0.6039146845785075,1.863,0.0001,0,1,0.0
monkey,50026,0.4942896359647813,3.233,0.0001,1,1,0.0
baboon,50026,0.567928564899123,1.944,0.0001,0,0,0.0
chimpanzee,50026,0.5536428644108838,1.799,0.125,1,0,0.0
gorilla,50026,0.6095555546288506,2.453,0.0001,0,0,0.0
capuchin,50026,0.4385370951407796,0.5,0.0001,0,1,0.0
turtle,50026,0.4371528502031614,2.939,0.0001,1,1,1.0
tortoise,50026,0.6291955135165036,1.763,0.5,0,0,0.0
rat,50026,0.4261115255353949,3.221,0.1666666666666666,1,1,1.0
mouse,50026,0.4651035341635051,2.989,0.0001,0,0,0.0
gerbil,50026,0.3600407905327123,2.514547753,0.0001,1,0,0.0
hamster,50026,0.6024453537468423,2.041,0.0001,0,0,0.0
pika,50026,0.2279756013886148,2.600972896,0.0001,1,1,0.0
squirrel,50026,0.3241466131485272,2.447,0.0001,0,1,0.0
chipmunk,50026,0.6189104024806276,1.633,0.0001,0,0,0.0
snake,50026,0.4283158940341084,3.057,0.1428571428571429,1,1,1.0
lizard,50026,0.6872766341458864,2.394,0.0001,0,0,0.0
alligator,50026,0.5392856878642361,2.253,0.1428571428571429,1,0,0.0
crocodile,50026,0.7101820284911673,2.064,0.0001,0,0,0.0
penguin,50026,0.4024805584124939,2.17,0.0001,1,1,1.0
parrot,50026,0.4734090989320418,2.225,0.4285714285714286,0,0,0.0
budgie,50026,0.5259032347027258,0.477,0.0001,0,0,0.0
groundhog,50026,0.2861557727692221,1.887,0.0001,0,1,1.0
shark,50026,0.2262384374151389,2.884,0.0001,1,1,1.0
whale,50026,0.7011443060058481,2.76,0.0001,0,0,0.0
dolphin,50026,0.7711714974302293,2.152,0.1666666666666666,0,0,0.0
bandicoot,50026,0.3063817030931863,0.5,0.0001,1,1,1.0
kangaroo,50026,0.3763553372687697,2.075,0.0001,0,0,0.0
tasmanian_tiger,50026,0.4253852561099354,0.5,0.1428571428571429,0,1,0.0
wolf,50026,0.3636108457423208,3.015,0.0001,1,1,1.0
coyote,50026,0.6286033026127449,2.269,0.0001,0,0,0.0
porcupine,50026,0.5006249279239064,1.532,0.1111111111111111,0,1,1.0
hedgehog,50026,0.4907321488816312,1.204,0.0001,0,0,0.0
pangolin,50026,0.3096734534131982,0.5,0.0001,1,1,0.0
deer,50026,0.3655574635446685,2.648,0.0001,0,1,1.0
vole,50026,0.411405921803645,1.954,0.0001,0,1,1.0
shrew,50026,0.3499617713891212,1.633,0.0001,0,1,0.0
mole,50026,0.2684034412181397,2.615,0.0001,0,0,0.0
ibis,50026,0.1117609660076472,0.845,0.0001,1,1,1.0
tetra,50026,0.2814138921354727,3.329397879,0.0001,0,1,1.0
octopus,50026,0.2664436043814042,2.0,0.1428571428571429,1,1,0.0
squid,50026,0.5046620749768103,2.152,0.1428571428571429,0,0,0.0
hermit_crab,50026,0.3772670786305026,2.281033367,0.1111111111111111,0,1,0.0
lobster,50026,0.3291364368046363,2.574,0.1111111111111111,1,1,0.0
starfish,50026,0.387114324920574,1.591,0.1428571428571429,0,0,0.0
shrimp,50026,0.3403233772453389,2.648,0.1428571428571429,1,1,0.0
prawn,50026,0.6858804079299634,1.431,0.1999999999999999,0,1,0.0
crawdad,50026,0.3929748966961204,1.113943352,0.3333333333333333,0,1,0.0
zebra,50026,0.2884946469201935,2.111,0.0001,1,1,1.0
antelope,50026,0.5275653407029668,1.708,0.0001,0,0,0.0
pig,50026,0.3491516984257157,3.3,0.0001,1,1,1.0
cow,50026,0.6542097513765606,3.115,0.0001,0,0,0.0
sheep,50026,0.6081748517391422,2.836,0.0001,1,0,0.0
goat,50026,0.6466525447479595,2.731,0.0001,0,0,0.0
chicken,50026,0.4819312608016315,3.498,0.0001,0,0,0.0
horse,50026,0.2567348316012325,3.676,0.0001,1,0,0.0
pony,50026,0.5611819626773698,2.617,0.0001,2,2,0.0
tardigrade,50026,0.0001,0.5,0.0001,2,2,1.0
dog,50027,0.0001,3.993,0.0001,2,2,2.0
cat,50027,0.7609456880598081,3.529,0.0001,0,0,0.0
hamster,50027,0.5919775260012331,2.041,0.3333333333333333,0,0,0.0
rat,50027,0.4896341570908127,3.221,0.3333333333333333,0,0,0.0
fish,50027,0.3652497062600568,3.629,0.0001,0,1,0.0
monkey,50027,0.2215453288364534,3.233,0.0001,1,1,1.0
siberian_husky,50027,0.2971545826187273,0.5,0.2142857142857143,0,1,1.0
tiger,50027,0.2531725912568554,2.976,0.0001,1,1,1.0
lion,50027,0.5121040691983272,2.894,0.25,0,0,0.0
toucan,50027,0.3049988190111482,0.699,0.1428571428571429,1,1,0.0
elephant,50027,0.3473655337496437,2.764,0.0001,0,1,0.0
giraffe,50027,0.5931813506573693,1.887,0.1428571428571429,0,0,0.0
zebra,50027,0.6372909742932493,2.111,0.0001,0,0,0.0
gorilla,50027,0.4867397607253835,2.453,0.1999999999999999,0,0,0.0
pelican,50027,0.3548601946827832,1.954,0.1428571428571429,1,1,1.0
flamingo,50027,0.5438361127608679,1.785,0.125,0,0,0.0
eagle,50027,0.3390130570250305,2.769,0.125,0,0,0.0
cardinal,50027,0.1906801683496802,2.32,0.25,0,0,0.0
turtle,50027,0.1883143837089644,2.939,0.25,1,1,1.0
salamander,50027,0.5448836029907822,0.954,0.1111111111111111,0,0,0.0
horse,50027,0.1790304953641621,3.676,0.0001,1,1,1.0
cow,50027,0.4936100569178947,3.115,0.0001,0,0,0.0
donkey,50027,0.4932666861381836,2.438,0.1999999999999999,1,0,0.0
pig,50027,0.5289114667771054,3.3,0.0001,0,0,0.0
goat,50027,0.6460474687249765,2.731,0.0001,0,0,0.0
lamb,50027,0.5511975056585479,2.735,0.0001,0,0,0.0
pig,50027,0.537730368054405,3.3,0.0001,0,0,0.0
kangaroo,50027,0.4342058192406788,2.075,0.1666666666666666,1,1,1.0
wallaby,50027,0.5672101458111514,1.447,0.0001,0,0,0.0
chameleon,50027,0.2101132080225243,1.58,0.125,0,1,0.0
alligator,50027,0.1996052604229925,2.253,0.0001,1,0,0.0
skunk,50027,0.4262666411287348,2.223,0.0001,0,1,0.0
owl,50027,0.4694644369796976,2.458,0.0001,0,1,0.0
dingo,50027,0.3844400226197756,1.826,0.0001,1,1,0.0
wolf,50027,0.5098204165071872,3.015,0.0001,0,1,0.0
porcupine,50027,0.4489137142040627,1.532,0.0001,1,1,0.0
hedgehog,50027,0.4907321488816312,1.204,0.0001,0,0,0.0
emu,50027,0.4095209239623525,1.362,0.0001,1,1,0.0
ostrich,50027,0.4503121598078601,1.69,0.0001,0,0,0.0
llama,50027,0.398431356645501,1.863,0.0001,1,1,0.0
camel,50027,0.4676003665546453,2.41,0.4,0,0,0.0
alpaca,50027,0.3793978237260085,1.041,0.1666666666666666,2,2,0.0
english_bulldog,50027,0.3070267055937113,0.5,0.0833333333333333,2,2,1.0
giraffe,50029,0.0001,1.887,0.0001,2,2,2.0
dog,50029,0.392304091429201,3.993,0.0001,0,1,1.0
cat,50029,0.7609456880598081,3.529,0.0001,0,0,0.0
hippo,50029,0.422788502483338,1.863,0.0001,1,1,1.0
shark,50029,0.488259647467442,2.884,0.0001,0,1,1.0
fish,50029,0.527830852780369,3.629,0.0001,0,0,0.0
octopus,50029,0.3950885197265154,2.0,0.0001,0,0,0.0
bird,50029,0.3127394257668354,3.365,0.0001,1,1,1.0
alligator,50029,0.4671866236740211,2.253,0.0001,0,1,1.0
monkey,50029,0.4500943973610869,3.233,0.0001,0,1,1.0
lion,50029,0.4474569917588482,2.894,0.0001,1,0,1.0
tiger,50029,0.5121040691983272,2.976,0.25,0,0,0.0
gazelle,50029,0.3548377790211486,1.799,0.0001,0,0,0.0
iguana,50029,0.3402865732552539,1.613,0.1666666666666666,1,1,0.0
rat,50029,0.4465836225697399,3.221,0.0001,0,1,1.0
chimpanzee,50029,0.3386270959077624,1.799,0.125,1,1,1.0
gorilla,50029,0.6095555546288506,2.453,0.0001,0,0,0.0
wolf,50029,0.4714337363444694,3.015,0.1999999999999999,0,1,1.0
puppy,50029,0.3522025490071427,2.767,0.0001,0,1,0.0
flamingo,50029,0.342777813223359,1.785,0.0001,1,1,1.0
penguin,50029,0.4982795466700828,2.17,0.0001,0,0,0.0
butterfly,50029,0.3338439568910412,2.45,0.0001,1,1,0.0
snake,50029,0.353885481465602,3.057,0.0001,2,2,1.0
lizard,50029,0.6872766341458864,2.394,0.0001,2,2,0.0
dog,50030,0.0001,3.993,0.0001,2,2,2.0
cat,50030,0.7609456880598081,3.529,0.0001,0,0,0.0
fish,50030,0.3242571074183171,3.629,0.0001,1,1,0.0
bird,50030,0.4940852463512547,3.365,0.0001,0,1,0.0
zebra,50030,0.3920986870702551,2.111,0.1999999999999999,1,1,1.0
orangutan,50030,0.4183148395742762,1.477,0.125,0,1,1.0
kangaroo,50030,0.4097159715017588,2.075,0.125,1,1,1.0
koala,50030,0.4943212601533487,1.505,0.1666666666666666,0,0,0.0
lion,50030,0.2963577743705473,2.894,0.0001,1,1,1.0
tiger,50030,0.5121040691983272,2.976,0.25,0,0,0.0
shark,50030,0.5250635587253762,2.884,0.0001,0,1,1.0
whale,50030,0.7011443060058481,2.76,0.0001,0,0,0.0
lizard,50030,0.458184158626105,2.394,0.0001,1,1,1.0
iguana,50030,0.6339183162448628,1.613,0.0001,0,0,0.0
sheep,50030,0.275779395519276,2.836,0.0001,1,1,1.0
goat,50030,0.6466525447479595,2.731,0.0001,0,0,0.0
cow,50030,0.6359611485158558,3.115,0.0001,0,0,0.0
penguin,50030,0.2536791624688086,2.17,0.0001,0,1,1.0
seal,50030,0.2406967201173745,2.877,0.0001,0,0,1.0
ostrich,50030,0.0647359762346199,1.69,0.1666666666666666,1,1,1.0
baboon,50030,0.4420423063817218,1.944,0.0001,0,1,1.0
gorilla,50030,0.5571371092674398,2.453,0.0001,0,0,0.0
horse,50030,0.2502479935481272,3.676,0.0001,1,1,1.0
pony,50030,0.5611819626773698,2.617,0.0001,0,0,0.0
turtle,50030,0.2128848758303531,2.939,0.0001,1,1,1.0
tortoise,50030,0.6291955135165036,1.763,0.5,0,0,0.0
alligator,50030,0.4412828974055944,2.253,0.0001,1,0,1.0
crocodile,50030,0.7101820284911673,2.064,0.0001,0,0,0.0
flamingo,50030,0.4218806467295928,1.785,0.0001,0,1,1.0
cardinal,50030,0.1547637507280228,2.32,0.0001,0,0,1.0
parakeet,50030,0.1458849550076151,1.748,0.25,1,0,0.0
parrot,50030,0.6387662633946712,2.225,0.7142857142857143,0,0,0.0
toucan,50030,0.5279738977847819,0.699,0.0001,0,0,0.0
macaque,50030,0.2865424625890225,3.053846427,0.1428571428571429,0,1,1.0
roadrunner,50030,0.2237292932511557,2.907948522,0.0001,1,1,1.0
coyote,50030,0.4627652712011409,2.269,0.0001,0,1,0.0
rabbit,50030,0.5678147846683528,3.029,0.0001,0,1,0.0
duck,50030,0.4983902267882039,3.102,0.0001,0,1,0.0
beagle,50030,0.2662447380895623,1.813,0.0001,1,1,1.0
piranha,50030,0.3264311621617215,1.785,0.0001,0,1,1.0
clown_fish,50030,0.0001,0.5,0.0001,0,1,0.0
squirrel,50030,0.0001,2.447,0.0001,0,1,1.0
chipmunk,50030,0.6189104024806276,1.633,0.0001,0,0,0.0
possum,50030,0.4937481521943991,2.025,0.1428571428571429,0,1,1.0
armadillo,50030,0.47868781316143,2.19,0.125,0,1,1.0
vulture,50030,0.3345683524437572,1.959,0.0001,2,2,1.0
eagle,50030,0.3253565834960988,2.769,0.0001,2,2,0.0
cat,50031,0.0001,3.529,0.0001,2,2,2.0
dog,50031,0.7609456880598081,3.993,0.0001,0,0,0.0
rat,50031,0.4393922763016094,3.221,0.0001,0,1,0.0
canary,50031,0.3184612462248807,2.176,0.0001,0,1,0.0
fish,50031,0.1778623986788259,3.629,0.0001,1,1,0.0
turtle,50031,0.5404354991406121,2.939,0.0001,0,0,0.0
elk,50031,0.3294487288700951,2.487,0.0001,1,1,1.0
elephant,50031,0.3579998815322753,2.764,0.2857142857142857,0,1,0.0
dik_dik,50031,0.4386353631472026,0.84509804,0.0001,0,1,1.0
lemur,50031,0.4299116597453254,1.0,0.125,1,1,0.0
lemur,50031,0.9999999999999998,1.0,1.0,0,0,1.0
cheetah,50031,0.4872513370825652,2.072,0.25,1,0,1.0
tiger,50031,0.5816307820853203,2.976,0.0001,0,0,0.0
rhino,50031,0.6406094922886916,2.029,0.25,0,0,1.0
deer,50031,0.5067529124127208,2.648,0.0001,1,1,1.0
squirrel,50031,0.557863553658182,2.447,0.0001,0,0,0.0
beaver,50031,0.5601265816607383,2.393,0.0001,0,0,0.0
fish,50031,0.3824697239590047,3.629,0.0001,1,0,0.0
moose,50031,0.4485962394067879,2.452,0.0001,0,1,0.0
polar_bear,50031,0.613013227239843,3.822886948,0.0001,0,1,1.0
grizzly_bear,50031,0.6116197447261066,3.26904571,0.4444444444444444,0,1,0.0
alligator,50031,0.4437190281566275,2.253,0.0001,1,1,1.0
whale,50031,0.4577497811991962,2.76,0.0001,0,0,1.0
condor,50031,0.3434848695447408,1.785,0.0001,0,1,1.0
lion,50031,0.2805839745386838,2.894,0.0001,1,1,1.0
parrot,50031,0.3416806964165979,2.225,0.1999999999999999,0,1,1.0
crab,50031,0.2854128853698043,2.548,0.1999999999999999,0,1,1.0
bat,50031,0.1450446546592384,3.022,0.25,1,1,1.0
emu,50031,0.1580898037060613,1.362,0.0001,0,1,1.0
ostrich,50031,0.4503121598078601,1.69,0.0001,0,0,0.0
sable,50031,0.2714619624305201,1.633,0.1666666666666666,1,1,1.0
muskrat,50031,0.3434795406433812,1.462,0.1428571428571429,0,1,0.0
ermine,50031,0.3116063481246101,1.556,0.0001,0,1,0.0
bunny,50031,0.3099917548041089,2.976,0.0001,1,1,1.0
gazelle,50031,0.3118192613000257,1.799,0.0001,0,1,1.0
giraffe,50031,0.469863297597678,1.887,0.0001,0,0,0.0
gorilla,50031,0.659459578547431,2.453,0.1999999999999999,0,0,0.0
orangutan,50031,0.5961936719335511,1.477,0.125,0,0,0.0
mouse,50031,0.220912767201332,2.989,0.0001,1,1,1.0
shrew,50031,0.2875118267287253,1.633,0.0001,0,0,0.0
owl,50031,0.3803641748985555,2.458,0.0001,0,1,1.0
black_bear,50031,0.1222988858446306,0.5,0.1428571428571429,1,1,0.0
cougar,50031,0.1492873534244583,2.013,0.1428571428571429,0,1,0.0
bobcat,50031,0.6876471304951065,1.322,0.0001,0,0,0.0
wolf,50031,0.5896944830999071,3.015,0.0001,0,0,0.0
dingo,50031,0.5098204165071872,1.826,0.0001,0,1,1.0
kangaroo,50031,0.4703376664614671,2.075,0.3333333333333333,0,0,0.0
kiwi_bird,50031,0.0001,0.5,0.1428571428571429,0,1,0.0
toad,50031,0.0001,2.464,0.1428571428571429,2,2,1.0
frog,50031,0.7049819468879595,2.781,0.0001,2,2,0.0
dog,50032,0.0001,3.993,0.0001,2,2,2.0
cat,50032,0.7609456880598081,3.529,0.0001,0,0,1.0
pig,50032,0.4848302516164049,3.3,0.0001,1,1,1.0
cow,50032,0.6542097513765606,3.115,0.0001,0,0,0.0
horse,50032,0.4936100569178947,3.676,0.0001,0,0,0.0
duck,50032,0.2861857933650127,3.102,0.0001,1,1,0.0
chicken,50032,0.4774656523609281,3.498,0.1999999999999999,0,0,0.0
rooster,50032,0.4438202431131315,2.297,0.0001,1,0,0.0
fox,50032,0.5448298392674698,3.043,0.0001,0,1,1.0
snake,50032,0.5493873436976153,3.057,0.0001,0,1,1.0
bird,50032,0.4795436477487796,3.365,0.0001,0,1,1.0
platypus,50032,0.3551603061489934,0.602,0.0001,0,1,1.0
mongoose,50032,0.3440325678042233,1.532,0.125,1,1,0.0
flamingo,50032,0.3974292117874702,1.785,0.25,0,1,0.0
peacock,50032,0.5457661518489848,2.418,0.0001,0,0,0.0
monkey,50032,0.4439668603502082,3.233,0.0001,0,1,1.0
moose,50032,0.322621640773187,2.452,0.1999999999999999,1,1,1.0
bear,50032,0.4850655000280168,3.467,0.0001,0,0,1.0
goat,50032,0.3143593162237774,2.731,0.0001,1,1,1.0
ram,50032,0.3251145676176643,2.517,0.0001,0,0,1.0
whale,50032,0.1703689355940394,2.76,0.0001,1,1,1.0
fish,50032,0.5517762083942779,3.629,0.0001,0,0,0.0
eel,50032,0.6066302700496864,1.869,0.0001,0,0,0.0
shrimp,50032,0.5350151967706733,2.648,0.0001,1,1,0.0
clam,50032,0.5718865033888622,2.303,0.1999999999999999,0,1,0.0
mussel,50032,0.5116791082184161,1.176,0.0001,0,0,0.0
camel,50032,0.1063184944857985,2.41,0.4,1,1,1.0
iguana,50032,0.2828603041274534,1.613,0.0001,0,1,1.0
lizard,50032,0.6339183162448628,2.394,0.0001,0,0,1.0
gecko,50032,0.6007732063423934,1.301,0.0001,0,0,0.0
frog,50032,0.5160215904866093,2.781,0.0001,1,0,0.0
spider,50032,0.5781892322418558,2.713,0.0001,0,1,1.0
fly,50032,0.170010029485606,3.637,0.1999999999999999,0,1,0.0
bee,50032,0.165879287051868,2.724,0.0001,1,0,0.0
tiger,50032,0.2610537941467689,2.976,0.0001,0,1,1.0
zebra,50032,0.4639162202987313,2.111,0.0001,0,0,0.0
elephant,50032,0.5278517485338206,2.764,0.1428571428571429,2,2,0.0
hippo,50032,0.6039146845785075,1.863,0.0001,2,2,0.0
cat,50033,0.0001,3.529,0.0001,2,2,2.0
dog,50033,0.7609456880598081,3.993,0.0001,0,0,0.0
reptile,50033,0.4815717200806233,1.863,0.0001,1,1,1.0
crocodile,50033,0.6930339920643385,2.064,0.25,0,0,0.0
feline,50033,0.3316580671476541,1.672,0.125,1,1,1.0
fox,50033,0.4563300697544938,3.043,0.1999999999999999,0,1,1.0
bird,50033,0.5680104104668846,3.365,0.0001,0,1,1.0
falcon,50033,0.6649249049080314,2.23,0.0001,0,0,0.0
pheasant,50033,0.4003557401030271,1.623,0.3333333333333333,0,0,0.0
flamingo,50033,0.3456498571457355,1.785,0.125,0,0,0.0
cow,50033,0.3062590328719067,3.115,0.0001,1,1,1.0
rat,50033,0.3453272968679749,3.221,0.0001,0,1,1.0
mouse,50033,0.4651035341635051,2.989,0.0001,0,0,0.0
sheep,50033,0.208633784857972,2.836,0.0001,1,1,1.0
chicken,50033,0.3823850957015728,3.498,0.0001,0,0,1.0
pig,50033,0.5867901539062853,3.3,0.1999999999999999,0,0,0.0
horse,50033,0.4698113151186582,3.676,0.0001,0,0,1.0
monkey,50033,0.3099424096187081,3.233,0.0001,1,1,1.0
gorilla,50033,0.6353992831161621,2.453,0.0001,0,0,0.0
chimpanzee,50033,0.6095555546288506,1.799,0.0001,0,0,0.0
orangutan,50033,0.5909653415337733,1.477,0.0001,0,0,0.0
armadillo,50033,0.3062740820559553,2.19,0.125,1,1,1.0
giraffe,50033,0.4416154979559725,1.887,0.0001,0,1,1.0
zebra,50033,0.6372909742932493,2.111,0.0001,0,0,0.0
elephant,50033,0.5278517485338206,2.764,0.1428571428571429,0,0,0.0
antelope,50033,0.5072444821051517,1.708,0.0001,1,0,0.0
deer,50033,0.634953983564804,2.648,0.0001,0,1,0.0
shark,50033,0.2812802331092806,2.884,0.25,1,1,1.0
tuna,50033,0.4542821219468382,2.612,0.0001,0,0,0.0
salmon,50033,0.6111141247180425,2.525,0.1999999999999999,0,0,1.0
wolf,50033,0.4762445892331489,3.015,0.0001,1,1,1.0
tiger,50033,0.5533437566170089,2.976,0.0001,0,1,1.0
lion,50033,0.5121040691983272,2.894,0.25,0,0,0.0
panda,50033,0.3806107053908281,2.037,0.0001,0,1,1.0
red_panda,50033,0.1188935611204073,0.5,0.625,0,1,0.0
raccoon,50033,0.0258049260756344,1.869,0.25,1,1,0.0
gerbil,50033,0.3656196308993944,2.514547753,0.0001,0,1,1.0
hamster,50033,0.6024453537468423,2.041,0.0001,0,0,0.0
turtle,50033,0.4064328319952587,2.939,0.0001,1,1,1.0
lizard,50033,0.6196491944008862,2.394,0.0001,0,0,0.0
whale,50033,0.458184158626105,2.76,0.0001,1,1,1.0
killer_whale,50033,0.6833656341140724,3.218797998,0.4285714285714286,0,1,0.0
shark,50033,0.588068475615536,2.884,0.0001,0,1,0.0
crab,50033,0.4034186578329291,2.548,0.0001,0,0,0.0
worm,50033,0.2599449458458756,2.713,0.0001,0,1,1.0
flea,50033,0.172860293442654,2.23,0.0001,1,0,0.0
pheasant,50033,0.2162141191748529,1.623,0.1666666666666666,0,1,1.0
penguin,50033,0.1875397515075711,2.17,0.2857142857142857,1,0,0.0
polar_bear,50033,0.5773203570239669,3.822886948,0.1428571428571429,0,1,0.0
grizzly_bear,50033,0.6116197447261066,3.26904571,0.4444444444444444,0,1,0.0
hummingbird,50033,0.2749742953539331,1.505,0.1111111111111111,1,1,1.0
leopard,50033,0.3454858555109186,2.442,0.125,2,2,1.0
jaguar,50033,0.5472891403538522,2.086,0.0001,2,2,0.0
rabbit,50034,0.0001,3.029,0.0001,2,2,2.0
dog,50034,0.5868356200432668,3.993,0.0001,0,0,1.0
cat,50034,0.7609456880598081,3.529,0.0001,0,0,0.0
owl,50034,0.5183489629046125,2.458,0.0001,0,1,1.0
alligator,50034,0.4446072269491858,2.253,0.1428571428571429,1,1,1.0
crocodile,50034,0.7101820284911673,2.064,0.0001,0,0,0.0
raccoon,50034,0.4306230318729286,1.869,0.25,0,1,1.0
bear,50034,0.3864539862298269,3.467,0.0001,1,0,1.0
lion,50034,0.444584277600299,2.894,0.0001,0,1,1.0
tiger,50034,0.5121040691983272,2.976,0.25,0,0,0.0
monkey,50034,0.5347361602130025,3.233,0.0001,0,0,1.0
elephant,50034,0.547584980076386,2.764,0.0001,0,0,0.0
penguin,50034,0.4428100739532336,2.17,0.2857142857142857,1,1,0.0
lizard,50034,0.5308292034641839,2.394,0.0001,0,1,1.0
iguana,50034,0.6339183162448628,1.613,0.0001,0,0,0.0
dolphin,50034,0.5130996135880854,2.152,0.0001,1,1,1.0
shark,50034,0.6842623911502794,2.884,0.1666666666666666,0,0,0.0
fox,50034,0.4339420847762442,3.043,0.25,1,1,1.0
deer,50034,0.4666196445076516,2.648,0.0001,0,0,1.0
squirrel,50034,0.557863553658182,2.447,0.0001,0,0,1.0
bird,50034,0.6653631856117861,3.365,0.1666666666666666,0,1,1.0
