dataset,subject,domain,response_number,response,response_onset_time,IRT,participant_designated_switch
HJT,693,animals,5,squirrel,158,154.5588235,0
HJT,693,animals,5,jaguar,168,165.3235294,0
HJT,693,animals,5,platypus,170,166.5588235,0
HJT,693,animals,5,crocodile,177,172.7941176,0
HJT,693,animals,5,skunk,195,192.7058824,0
HJT,694,animals,5,dog,2,-0.294117647,0
HJT,694,animals,5,cat,3,0.705882353,0
HJT,694,animals,5,bird,5,2.132352941,0
HJT,694,animals,5,fish,7,4.132352941,0
HJT,694,animals,5,parrot,10,5.985294118,0
HJT,694,animals,5,akita,12,8.558823529,0
HJT,694,animals,5,great_Dane,16,9.117647059,0
HJT,694,animals,5,shi_tzu,20,15.41176471,0
HJT,694,animals,5,greyhound,25,19.26470588,0
HJT,694,animals,5,Siamese,29,24.41176471,0
HJT,694,animals,5,parakeet,33,27.83823529,0
HJT,694,animals,5,parakeet,38,28.25,0
HJT,694,animals,5,cockatiel,43,37.26470588,0
HJT,694,animals,5,shark,48,44.55882353,0
HJT,694,animals,5,catfish,51,46.41176471,0
HJT,694,animals,5,whale,54,50.55882353,0
HJT,694,animals,5,elephant,57,51.83823529,0
HJT,694,animals,5,monkey,59,54.98529412,0
HJT,694,animals,5,walrus,63,58.98529412,0
HJT,694,animals,5,jellyfish,75,69.26470588,0
HJT,694,animals,5,crocodile,80,74.26470588,0
HJT,694,animals,5,stingray,82,76.26470588,0
HJT,694,animals,5,alligator,84,78.26470588,0
HJT,694,animals,5,marmoset,88,82.83823529,0
HJT,694,animals,5,mountain_lion,94,85.97058824,0
HJT,694,animals,5,lion,95,92.13235294,0
HJT,694,animals,5,tiger,97,93.55882353,0
HJT,694,animals,5,bear,98,94.55882353,0
HJT,694,animals,5,colt,100,96.55882353,0
HJT,694,animals,5,horse,102,97.98529412,0
HJT,694,animals,5,antelope,107,101.8382353,0
HJT,694,animals,5,polar_bear,114,107.6911765,0
HJT,694,animals,5,black_bear,119,112.6911765,0
HJT,694,animals,5,brown_bear,123,116.6911765,0
HJT,694,animals,5,grizzly,127,119.5441176,0
HJT,694,animals,5,panda,130,123.6911765,0
HJT,694,animals,5,seal,136,133.1323529,0
HJT,694,animals,5,ferret,156,151.9852941,0
HJT,694,animals,5,gazelle,160,155.4117647,0
HJT,694,animals,5,buffalo,164,159.4117647,0
HJT,694,animals,5,hyena,172,167.4117647,0
HJT,694,animals,5,rat,176,173.1323529,0
HJT,694,animals,5,pig,177,174.1323529,0
HJT,694,animals,5,cattle,180,175.9852941,0
HJT,695,animals,7,dog,1,0,0
HJT,695,animals,7,cat,2,1,0
HJT,695,animals,7,lion,3,1.75,0
HJT,695,animals,7,tiger,4,2.5,0
HJT,695,animals,7,bear,6,4.75,0
HJT,695,animals,7,zebra,9,7.5,0
HJT,695,animals,7,ostrich,11,9,0
HJT,695,animals,7,panda,13,11.5,0
HJT,695,animals,7,monkey,16,14.25,0
HJT,695,animals,7,ape,17,16,0
HJT,695,animals,7,gorilla,21,19,0
HJT,695,animals,7,chimpanzee,24,21.25,0
HJT,695,animals,7,bird,27,25.5,0
HJT,695,animals,7,bat,29,27.75,0
HJT,695,animals,7,groundhog,35,32.5,0
HJT,695,animals,7,dingo,36,34.5,0
HJT,695,animals,7,elephant,41,38.75,0
HJT,695,animals,7,giraffe,44,42,0
HJT,695,animals,7,walrus,46,44.25,0
HJT,695,animals,7,manatee,47,45,0
HJT,695,animals,7,seal,49,47.75,0
HJT,695,animals,7,whale,52,50.5,0
HJT,695,animals,7,pelican,55,53,0
HJT,695,animals,7,heron,57,54,0
HJT,695,animals,7,turtle,63,61.25,0
HJT,695,animals,7,turtle,66,63.25,0
HJT,695,animals,7,fish,71,69.75,0
HJT,695,animals,7,salmon,73,71.25,0
HJT,695,animals,7,shrimp,75,73.25,0
HJT,695,animals,7,crawfish,78,75.75,0
HJT,695,animals,7,otter,80,78.5,0
HJT,695,animals,7,beaver,82,80.25,0
HJT,695,animals,7,deer,90,88.75,0
HJT,695,animals,7,moose,93,91.5,0
HJT,695,animals,7,goose,96,94.5,0
HJT,695,animals,7,hummingbird,113,110,0
HJT,695,animals,7,squirrel,118,115.75,0
HJT,695,animals,7,chipmunk,121,118.75,0
HJT,695,animals,7,ant,127,125.75,0
HJT,695,animals,7,human,132,130.25,0
HJT,695,animals,7,crab,158,156.5,0
HJT,695,animals,7,lobster,160,158,0
HJT,695,animals,7,eagle,172,169.25,0
HJT,695,animals,7,crane,184,182.5,0
HJT,696,animals,4,dog,3,1.823529412,0
HJT,696,animals,4,cat,3,1.823529412,0
HJT,696,animals,4,fish,4,2.529411765,0
HJT,696,animals,4,bird,6,4.529411765,0
HJT,696,animals,4,squirrel,16,13.35294118,0
HJT,696,animals,4,penguin,19,16.64705882,0
HJT,696,animals,4,mouse,22,20.23529412,0
HJT,696,animals,4,rat,23,21.82352941,0
HJT,696,animals,4,skunk,26,24.23529412,0
HJT,696,animals,4,whale,32,30.23529412,0
HJT,696,animals,4,dolphin,35,32.64705882,0
HJT,696,animals,4,elephant,40,37.35294118,0
HJT,696,animals,4,rhinoceros,43,39.47058824,0
HJT,696,animals,4,peacock,47,44.64705882,0
HJT,696,animals,4,pig,48,46.82352941,0
HJT,696,animals,4,horse,52,50.23529412,0
HJT,696,animals,4,cow,53,51.82352941,0
HJT,696,animals,4,chicken,57,54.64705882,0
HJT,696,animals,4,rat,59,57.82352941,0
HJT,696,animals,4,hamster,63,60.64705882,0
HJT,696,animals,4,guineapig,66,62.76470588,0
HJT,696,animals,4,ferret,69,66.64705882,0
HJT,696,animals,4,snake,72,70.23529412,0
HJT,696,animals,4,frog,74,72.52941176,0
HJT,696,animals,4,snail,77,75.23529412,0
HJT,696,animals,4,octopus,82,79.64705882,0
HJT,696,animals,4,giraffe,84,81.64705882,0
HJT,696,animals,4,bear,86,84.52941176,0
HJT,696,animals,4,lion,87,85.52941176,0
HJT,696,animals,4,tiger,89,87.23529412,0
HJT,696,animals,4,leopard,98,95.64705882,0
HJT,696,animals,4,cheetah,108,105.9411765,0
HJT,696,animals,4,alligator,121,118.3529412,0
HJT,696,animals,4,cougar,127,124.9411765,0
HJT,696,animals,4,duck,133,131.2352941,0
HJT,696,animals,4,goose,135,133.2352941,0
HJT,696,animals,4,fly,143,141.8235294,0
HJT,696,animals,4,gerbil,156,153.9411765,0
HJT,696,animals,4,polar_bear,190,186.4705882,0
HJT,697,animals,5,dog,8,4.823529412,0
HJT,697,animals,5,cat,12,9.352941176,0
HJT,697,animals,5,dolphin,16,11.23529412,0
HJT,697,animals,5,bird,19,15.29411765,0
HJT,697,animals,5,giraffe,27,22.23529412,0
HJT,697,animals,5,bear,29,25.82352941,0
HJT,697,animals,5,kangaroo,36,30.70588235,0
HJT,697,animals,5,monkey,41,37.29411765,0
HJT,697,animals,5,zebra,49,45.82352941,0
HJT,697,animals,5,jaguar,55,51.29411765,0
HJT,697,animals,5,lion,60,57.35294118,0
HJT,697,animals,5,snake,68,64.82352941,0
HJT,697,animals,5,whale,83,79.29411765,0
HJT,697,animals,5,bird,91,87.82352941,0
HJT,697,animals,5,chimpanzee,106,100.1764706,0
HJT,697,animals,5,buffalo,144,139.7647059,0
HJT,697,animals,5,deer,148,145.3529412,0
HJT,697,animals,5,mouse,154,151.3529412,0
HJT,697,animals,5,monkey,193,188.2352941,0
HJT,698,animals,7,dog,2,0.352941176,0
HJT,698,animals,7,cat,3,1.352941176,0
HJT,698,animals,7,fish,5,2.941176471,0
HJT,698,animals,7,elephant,10,6.294117647,0
HJT,698,animals,7,rhinoceros,17,11.23529412,0
HJT,698,animals,7,squirrel,21,17.70588235,0
HJT,698,animals,7,rabbit,22,19.52941176,0
HJT,698,animals,7,chipmunk,24,20.29411765,0
HJT,698,animals,7,retriever,31,24,0
HJT,698,animals,7,bloodhound,36,31.47058824,0
HJT,698,animals,7,bird,37,34.94117647,0
HJT,698,animals,7,parrot,39,36.11764706,0
HJT,698,animals,7,crow,41,38.94117647,0
HJT,698,animals,7,parakeet,44,39.88235294,0
HJT,698,animals,7,goldfish,55,51.29411765,0
HJT,698,animals,7,horse,56,53.52941176,0
HJT,698,animals,7,deer,60,57.94117647,0
HJT,698,animals,7,bear,62,59.94117647,0
HJT,698,animals,7,raccoon,63,60.11764706,0
HJT,698,animals,7,skunk,74,71.52941176,0
HJT,698,animals,7,groundhog,76,71.88235294,0
HJT,698,animals,7,mole,78,75.94117647,0
HJT,698,animals,7,hedgehog,80,76.29411765,0
HJT,698,animals,7,rat,86,84.35294118,0
HJT,698,animals,7,mouse,87,84.52941176,0
HJT,698,animals,7,bee,96,94.35294118,0
HJT,698,animals,7,fly,98,96.35294118,0
HJT,698,animals,7,cockroach,104,99.88235294,0
HJT,698,animals,7,bluegill,107,103.2941176,0
HJT,698,animals,7,bass,108,105.9411765,0
HJT,698,animals,7,cardinal,117,113.2941176,0
HJT,698,animals,7,colt,119,116.9411765,0
HJT,698,animals,7,oriole,127,124.5294118,0
HJT,698,animals,7,dolphin,129,126.1176471,0
HJT,698,animals,7,whale,136,133.5294118,0
HJT,698,animals,7,manatee,144,140.7058824,0
HJT,698,animals,7,beaver,180,177.1176471,0
HJT,779,animals,2,penguin,3,0.764705882,0
HJT,779,animals,2,bear,4,2.602941176,0
HJT,779,animals,2,polar_bear,7,3.926470588,0
HJT,779,animals,2,toucan,9,7.044117647,0
HJT,779,animals,2,hummingbird,12,8.647058824,0
HJT,779,animals,2,ostrich,14,11.76470588,0
HJT,779,animals,2,sloth,17,15.32352941,0
HJT,779,animals,2,orangutan,24,20.64705882,0
HJT,779,animals,2,monkey,26,24.04411765,0
HJT,779,animals,2,tiger,28,26.32352941,0
HJT,779,animals,2,lion,31,29.60294118,0
HJT,779,animals,2,dog,41,39.88235294,0
HJT,779,animals,2,cat,43,41.88235294,0
HJT,779,animals,2,fish,44,42.60294118,0
HJT,779,animals,2,zebra,45,43.32352941,0
HJT,779,animals,2,llama,47,45.32352941,0
HJT,779,animals,2,pig,48,46.88235294,0
HJT,779,animals,2,cow,50,48.60294118,0
HJT,779,animals,2,rooster,51,48.76470588,0
HJT,779,animals,2,lamb,54,52.60294118,0
HJT,779,animals,2,sheep,55,53.32352941,0
HJT,779,animals,2,pelican,65,62.76470588,0
HJT,779,animals,2,cougar,68,66.04411765,0
HJT,779,animals,2,barracuda,70,67.20588235,0
HJT,779,animals,2,horse,73,71.32352941,0
HJT,779,animals,2,jaguar,77,75.04411765,0
HJT,779,animals,2,Siberian_husky,88,86.04411765,0
HJT,779,animals,2,falcon,94,92.04411765,0
HJT,779,animals,2,deer,95,93.60294118,0
HJT,779,animals,2,stag,98,96.60294118,0
HJT,779,animals,2,parrot,115,113.0441176,0
HJT,779,animals,2,turtle,119,116.7647059,0
HJT,779,animals,2,kangaroo,121,118.4852941,0
HJT,779,animals,2,koala,125,123.3235294,0
HJT,779,animals,2,emu,129,127.8823529,0
HJT,779,animals,2,shark,140,138.3235294,0
HJT,779,animals,2,dolphin,145,142.4852941,0
HJT,779,animals,2,crow,160,158.6029412,0
HJT,779,animals,2,rabbit,168,166.0441176,0
HJT,779,animals,2,leopard,180,178.3235294,0
HJT,780,animals,4,cow,2,0.882352941,0
HJT,780,animals,4,dog,3,1.882352941,0
HJT,780,animals,4,cat,4,2.882352941,0
HJT,780,animals,4,elephant,6,3.485294118,0
HJT,780,animals,4,horse,7,5.323529412,0
HJT,780,animals,4,bird,9,7.602941176,0
HJT,780,animals,4,frog,10,8.602941176,0
HJT,780,animals,4,turtle,13,11.04411765,0
HJT,780,animals,4,chicken,15,12.76470588,0
HJT,780,animals,4,duck,16,14.60294118,0
HJT,780,animals,4,horse,18,16.32352941,0
HJT,780,animals,4,sheep,20,18.32352941,0
HJT,780,animals,4,goat,21,19.60294118,0
HJT,780,animals,4,calf,26,24.60294118,0
HJT,780,animals,4,mouse,31,29.32352941,0
HJT,780,animals,4,rat,33,32.16176471,0
HJT,780,animals,4,possum,39,37.04411765,0
HJT,780,animals,4,chipmunk,42,39.20588235,0
HJT,780,animals,4,squirrel,44,41.48529412,0
HJT,780,animals,4,wolf,48,46.60294118,0
HJT,780,animals,4,coyote,52,49.76470588,0
HJT,780,animals,4,cheetah,54,51.48529412,0
HJT,780,animals,4,lion,55,53.60294118,0
HJT,780,animals,4,tiger,56,54.32352941,0
HJT,780,animals,4,bear,59,57.60294118,0
HJT,780,animals,4,panda,60,58.32352941,0
HJT,780,animals,4,koala,65,63.32352941,0
HJT,780,animals,4,penguin,70,67.48529412,0
HJT,780,animals,4,ferret,75,73.04411765,0
HJT,780,animals,4,orangutan,85,81.92647059,0
HJT,780,animals,4,gorilla,87,84.76470588,0
HJT,780,animals,4,monkey,90,87.76470588,0
HJT,780,animals,4,rhino,91,89.32352941,0
HJT,780,animals,4,giraffe,96,93.76470588,0
HJT,780,animals,4,parrot,106,104.0441176,0
HJT,780,animals,4,goose,109,107.3235294,0
HJT,780,animals,4,fish,111,109.6029412,0
HJT,780,animals,4,dolphin,117,114.7647059,0
HJT,780,animals,4,kitten,121,119.3235294,0
HJT,780,animals,4,dog,123,121.3235294,0
HJT,780,animals,4,hyena,132,130.0441176,0
HJT,780,animals,4,rooster,140,137.7647059,0
HJT,780,animals,4,pig,142,140.8823529,0
HJT,780,animals,4,hen,153,151.8823529,0
HJT,780,animals,4,grizzly,170,166.3676471,0
HJT,780,animals,4,frog,174,172.6029412,0
HJT,780,animals,4,leopard,219,217.0441176,0
HJT,781,animals,3,cat,5,2.705882353,0
HJT,781,animals,3,dog,7,4.705882353,0
HJT,781,animals,3,horse,10,6.558823529,0
HJT,781,animals,3,sheep,14,10.55882353,0
HJT,781,animals,3,wolf,15,12.13235294,0
HJT,781,animals,3,pig,21,18.70588235,0
HJT,781,animals,3,giraffe,27,22.98529412,0
HJT,781,animals,3,monkey,31,26.98529412,0
HJT,781,animals,3,chimpanzee,34,28.26470588,0
HJT,781,animals,3,koala,40,36.55882353,0
HJT,781,animals,3,kangaroo,44,38.83823529,0
HJT,781,animals,3,tiger,48,44.55882353,0
HJT,781,animals,3,lion,50,46.55882353,0
HJT,781,animals,3,gorilla,52,48.55882353,0
HJT,781,animals,3,bird,56,53.13235294,0
HJT,781,animals,3,snake,58,53.98529412,0
HJT,781,animals,3,crocodile,64,57.11764706,0
HJT,781,animals,3,alligator,68,62.83823529,0
HJT,781,animals,3,boa,74,71.70588235,0
HJT,781,animals,3,rat,78,75.70588235,0
HJT,781,animals,3,mouse,80,75.41176471,0
HJT,781,animals,3,rabbit,103,98.98529412,0
HJT,781,animals,3,cow,105,102.7058824,0
HJT,781,animals,3,chicken,118,113.4117647,0
HJT,781,animals,3,chick,125,121.5588235,0
HJT,781,animals,3,eagle,131,127.5588235,0
HJT,781,animals,3,guineapig,152,146.8382353,0
HJT,781,animals,3,hamster,155,150.4117647,0
HJT,781,animals,3,liger,175,171.5588235,0
HJT,781,animals,3,fox,205,202.7058824,0
HJT,782,animals,4,cat,3,1.470588235,0
HJT,782,animals,4,dog,8,6.088235294,0
HJT,782,animals,4,bird,10,7.705882353,0
HJT,782,animals,4,mouse,13,10.32352941,0
HJT,782,animals,4,elephant,19,15.55882353,0
HJT,782,animals,4,goat,27,25.08823529,0
HJT,782,animals,4,lamb,31,29.08823529,0
HJT,782,animals,4,monkey,36,33.32352941,0
HJT,782,animals,4,bull,39,37.08823529,0
HJT,782,animals,4,walrus,53,50.32352941,0
HJT,782,animals,4,dolphin,55,51.94117647,0
HJT,782,animals,4,whale,57,54.70588235,0
HJT,782,animals,4,fish,60,58.08823529,0
HJT,782,animals,4,squid,72,69.70588235,0
HJT,782,animals,4,frog,77,75.08823529,0
HJT,782,animals,4,snake,80,77.70588235,0
HJT,782,animals,4,hippopotamus,97,94.70588235,0
HJT,782,animals,4,shark,106,103.7058824,0
HJT,782,animals,4,horse,124,121.7058824,0
HJT,782,animals,4,tiger,136,133.7058824,0
HJT,782,animals,4,lion,138,135.7058824,0
HJT,782,animals,4,panther,146,142.9411765,0
HJT,782,animals,4,wildcat,154,150.5588235,0
HJT,782,animals,4,cow,180,178.4705882,0
HJT,783,animals,6,elephant,11,3.058823529,0
HJT,783,animals,6,cat,12,7.588235294,0
HJT,783,animals,6,dog,15,10.58823529,0
HJT,783,animals,6,bird,17,11.70588235,0
HJT,783,animals,6,lion,24,18.70588235,0
HJT,783,animals,6,tiger,27,20.82352941,0
HJT,783,animals,6,cheetah,32,24.94117647,0
HJT,783,animals,6,kangaroo,42,34.94117647,0
HJT,783,animals,6,peacock,50,42.94117647,0
HJT,783,animals,6,monkey,55,48.82352941,0
HJT,783,animals,6,donkey,59,52.82352941,0
HJT,783,animals,6,owl,68,64.47058824,0
HJT,783,animals,6,lizard,73,66.82352941,0
HJT,783,animals,6,snake,78,72.70588235,0
HJT,783,animals,6,rat,97,93.47058824,0
HJT,783,animals,6,bear,105,100.5882353,0
HJT,783,animals,6,polar_bear,110,99.41176471,0
HJT,783,animals,6,squirrel,116,108.0588235,0
HJT,783,animals,6,crocodile,149,140.1764706,0
HJT,783,animals,6,fish,153,146.8235294,0
HJT,783,animals,6,whale,156,149.8235294,0
HJT,783,animals,6,shark,160,153.8235294,0
HJT,783,animals,6,zebra,177,171.7058824,0
HJT,783,animals,6,giraffe,183,176.8235294,0
HJT,784,animals,2,dog,3,0.647058824,0
HJT,784,animals,2,cat,4,1.647058824,0
HJT,784,animals,2,bunny,6,2.470588235,0
HJT,784,animals,2,rabbit,8,3.882352941,0
HJT,784,animals,2,bird,9,6.058823529,0
HJT,784,animals,2,elephant,11,5.705882353,0
HJT,784,animals,2,panda,12,8.470588235,0
HJT,784,animals,2,polar_bear,15,8.529411765,0
HJT,784,animals,2,giraffe,17,12.29411765,0
HJT,784,animals,2,raccoon,21,16.88235294,0
HJT,784,animals,2,boar,23,20.05882353,0
HJT,784,animals,2,chicken,27,21.70588235,0
HJT,784,animals,2,rooster,29,24.29411765,0
HJT,784,animals,2,turkey,33,28.88235294,0
HJT,784,animals,2,mouse,39,35.47058824,0
HJT,784,animals,2,crab,42,39.05882353,0
HJT,784,animals,2,lobster,44,39.29411765,0
HJT,784,animals,2,dolphin,47,42.29411765,0
HJT,784,animals,2,whale,48,44.47058824,0
HJT,784,animals,2,rhino,60,56.47058824,0
HJT,784,animals,2,hippopotamus,63,59.47058824,0
HJT,784,animals,2,chimpanzee,69,62.52941176,0
HJT,784,animals,2,gorilla,71,66.29411765,0
HJT,784,animals,2,ant,75,72.64705882,0
HJT,784,animals,2,bee,76,73.64705882,0
HJT,784,animals,2,fly,77,74.64705882,0
HJT,784,animals,2,grizzly,88,80.35294118,0
HJT,784,animals,2,fish,90,87.05882353,0
HJT,784,animals,2,ferret,102,97.88235294,0
HJT,784,animals,2,gopher,109,104.8823529,0
HJT,784,animals,2,groundhog,119,113.1176471,0
HJT,784,animals,2,frog,126,123.0588235,0
HJT,784,animals,2,toad,128,125.0588235,0
HJT,784,animals,2,koala,144,140.4705882,0
HJT,784,animals,2,kangaroo,148,142.7058824,0
HJT,784,animals,2,shark,154,150.4705882,0
HJT,784,animals,2,barracuda,158,152.1176471,0
HJT,784,animals,2,turtle,162,157.8823529,0
HJT,784,animals,2,goat,182,179.0588235,0
HJT,785,animals,5,cat,2,0.941176471,0
HJT,785,animals,5,dog,3,1.941176471,0
HJT,785,animals,5,bird,4,2.676470588,0
HJT,785,animals,5,parrot,7,5.147058824,0
HJT,785,animals,5,parakeet,10,7.617647059,0
HJT,785,animals,5,duck,14,12.67647059,0
HJT,785,animals,5,goose,15,13.41176471,0
HJT,785,animals,5,cow,21,19.94117647,0
HJT,785,animals,5,cow,24,22.94117647,0
HJT,785,animals,5,pig,29,27.94117647,0
HJT,785,animals,5,horse,35,33.41176471,0
HJT,785,animals,5,frog,44,42.67647059,0
HJT,785,animals,5,lizard,48,46.14705882,0
HJT,785,animals,5,gecko,51,49.41176471,0
HJT,785,animals,5,axolotl,64,61.88235294,0
HJT,785,animals,5,snake,67,65.41176471,0
HJT,785,animals,5,barracuda,70,67.35294118,0
HJT,785,animals,5,squid,74,72.41176471,0
HJT,785,animals,5,octopus,76,73.88235294,0
HJT,785,animals,5,lobster,79,76.88235294,0
HJT,785,animals,5,scallop,83,80.88235294,0
HJT,785,animals,5,clam,84,82.67647059,0
HJT,785,animals,5,crab,86,84.67647059,0
HJT,785,animals,5,eel,88,86.94117647,0
HJT,785,animals,5,monkey,101,99.14705882,0
HJT,785,animals,5,ape,104,102.9411765,0
HJT,785,animals,5,mosquito,112,109.6176471,0
HJT,785,animals,5,insect,113,111.1470588,0
HJT,785,animals,5,fly,114,112.9411765,0
HJT,785,animals,5,leech,126,124.4117647,0
HJT,785,animals,5,chicken,131,128.8823529,0
HJT,785,animals,5,hen,133,131.6764706,0
HJT,785,animals,5,rooster,135,132.6176471,0
HJT,785,animals,5,mule,138,136.6764706,0
HJT,785,animals,5,ox,139,138.2058824,0
HJT,785,animals,5,panther,155,152.8823529,0
HJT,785,animals,5,mountain_lion,158,154.2941176,0
HJT,785,animals,5,lion,161,159.4117647,0
HJT,785,animals,5,elephant,163,160.6176471,0
HJT,785,animals,5,leopard,173,170.8823529,0
HJT,785,animals,5,cheetah,175,172.8823529,0
HJT,785,animals,5,zebra,177,175.4117647,0
HJT,785,animals,5,moose,179,177.4117647,0
HJT,785,animals,5,mouse,183,181.4117647,0
HJT,786,animals,5,dog,3,1.308823529,0
HJT,786,animals,5,cat,5,3.647058824,0
HJT,786,animals,5,cow,6,4.647058824,0
HJT,786,animals,5,pig,8,6.647058824,0
HJT,786,animals,5,horse,9,6.970588235,0
HJT,786,animals,5,goat,15,13.30882353,0
HJT,786,animals,5,sheep,18,15.63235294,0
HJT,786,animals,5,frog,26,24.30882353,0
HJT,786,animals,5,fish,27,25.30882353,0
HJT,786,animals,5,dolphin,33,30.29411765,0
HJT,786,animals,5,shark,34,31.97058824,0
HJT,786,animals,5,whale,37,34.97058824,0
HJT,786,animals,5,crab,39,37.30882353,0
HJT,786,animals,5,lobster,41,38.29411765,0
HJT,786,animals,5,otter,45,42.97058824,0
HJT,786,animals,5,sealion,51,47.95588235,0
HJT,786,animals,5,lion,53,51.30882353,0
HJT,786,animals,5,cheetah,56,53.29411765,0
HJT,786,animals,5,tiger,58,55.97058824,0
HJT,786,animals,5,monkey,61,58.63235294,0
HJT,786,animals,5,snake,65,62.97058824,0
HJT,786,animals,5,panther,69,66.29411765,0
HJT,786,animals,5,bear,70,68.30882353,0
HJT,786,animals,5,chicken,91,88.29411765,0
HJT,786,animals,5,hen,95,93.30882353,0
HJT,786,animals,5,human,102,99.97058824,0
HJT,786,animals,5,iguana,120,117.6323529,0
HJT,786,animals,5,alligator,126,122.6176471,0
HJT,786,animals,5,hippopotamus,127,124.9705882,0
HJT,786,animals,5,antelope,136,132.9558824,0
HJT,786,animals,5,buffalo,139,134.2647059,0
HJT,786,animals,5,buffalo,141,138.2941176,0
HJT,786,animals,5,panda,152,149.9705882,0
HJT,786,animals,5,koala,171,168.2941176,0
HJT,786,animals,5,kangaroo,180,176.9558824,0
HJT,787,animals,7,cat,3,1.117647059,0
HJT,787,animals,7,dog,6,4.117647059,0
HJT,787,animals,7,mouse,7,4.176470588,0
HJT,787,animals,7,rat,9,7.117647059,0
HJT,787,animals,7,human,12,8.705882353,0
HJT,787,animals,7,elephant,17,12.76470588,0
HJT,787,animals,7,horse,21,18.17647059,0
HJT,787,animals,7,donkey,23,19.70588235,0
HJT,787,animals,7,tiger,25,22.17647059,0
HJT,787,animals,7,bear,27,24.64705882,0
HJT,787,animals,7,polar_bear,30,24.35294118,0
HJT,787,animals,7,lion,36,33.64705882,0
HJT,787,animals,7,camel,39,36.17647059,0
HJT,787,animals,7,cobra,43,40.17647059,0
HJT,787,animals,7,snake,47,44.17647059,0
HJT,787,animals,7,viper,51,48.17647059,0
HJT,787,animals,7,viper,54,51.17647059,0
HJT,787,animals,7,Quilin,61,58.17647059,0
HJT,787,animals,7,cow,65,63.11764706,0
HJT,787,animals,7,ox,66,64.58823529,0
HJT,787,animals,7,bull,68,65.64705882,0
HJT,787,animals,7,bat,70,68.11764706,0
HJT,787,animals,7,bird,73,70.64705882,0
HJT,787,animals,7,hawk,77,75.11764706,0
HJT,787,animals,7,wolf,86,83.64705882,0
HJT,787,animals,7,jaguar,93,89.70588235,0
HJT,787,animals,7,puma,96,93.64705882,0
HJT,787,animals,7,fish,105,102.6470588,0
HJT,787,animals,7,snake,111,108.1764706,0
HJT,787,animals,7,seahorse,116,111.7647059,0
HJT,787,animals,7,starfish,120,116.2352941,0
HJT,787,animals,7,seal,128,121.8823529,0
HJT,787,animals,7,hen,135,133.1176471,0
HJT,787,animals,7,chicken,140,136.2352941,0
HJT,787,animals,7,goose,142,139.1764706,0
HJT,787,animals,7,duck,145,142.6470588,0
HJT,787,animals,7,pig,150,148.1176471,0
HJT,787,animals,7,lamb,155,152.6470588,0
HJT,787,animals,7,goat,157,154.6470588,0
HJT,787,animals,7,sheep,161,158.1764706,0
HJT,787,animals,7,giraffe,173,169.2352941,0
HJT,787,animals,7,sealion,190,185.7647059,0
HJT,788,animals,6,frog,4,2.088235294,0
HJT,788,animals,6,toad,6,4.088235294,0
HJT,788,animals,6,monkey,9,6.323529412,0
HJT,788,animals,6,dog,10,8.470588235,0
HJT,788,animals,6,cat,11,9.470588235,0
HJT,788,animals,6,giraffe,14,10.94117647,0
HJT,788,animals,6,lion,17,15.08823529,0
HJT,788,animals,6,tiger,19,16.70588235,0
HJT,788,animals,6,bear,21,19.08823529,0
HJT,788,animals,6,lynx,23,21.08823529,0
HJT,788,animals,6,elephant,31,27.55882353,0
HJT,788,animals,6,spider,44,41.32352941,0
HJT,788,animals,6,snake,50,47.70588235,0
HJT,788,animals,6,lizard,54,51.32352941,0
HJT,788,animals,6,dinosaur,58,54.55882353,0
HJT,788,animals,6,rabbit,66,63.32352941,0
HJT,788,animals,6,deer,67,65.08823529,0
HJT,788,animals,6,squirrel,70,67.32352941,0
HJT,788,animals,6,bird,72,70.08823529,0
HJT,788,animals,6,goat,83,80.70588235,0
HJT,788,animals,6,pig,86,84.47058824,0
HJT,788,animals,6,kangaroo,96,92.55882353,0
HJT,788,animals,6,anteater,101,97.17647059,0
HJT,788,animals,6,bat,104,102.4705882,0
HJT,788,animals,6,rat,108,106.0882353,0
HJT,788,animals,6,whale,114,111.3235294,0
HJT,788,animals,6,shark,118,115.3235294,0
HJT,788,animals,6,octopus,124,120.5588235,0
HJT,788,animals,6,dolphin,131,127.5588235,0
HJT,788,animals,6,starfish,135,131.1764706,0
HJT,788,animals,6,horse,140,137.7058824,0
HJT,788,animals,6,seahorse,145,141.1764706,0
HJT,788,animals,6,cow,148,146.4705882,0
HJT,788,animals,6,cougar,158,154.9411765,0
HJT,788,animals,6,cheetah,162,158.9411765,0
HJT,788,animals,6,fish,182,180.0882353,0
HJT,789,animals,3,dog,7,5.647058824,0
HJT,789,animals,3,cat,8,6.647058824,0
HJT,789,animals,3,rabbit,13,10.63235294,0
HJT,789,animals,3,fox,15,13.64705882,0
HJT,789,animals,3,squirrel,20,17.29411765,0
HJT,789,animals,3,duck,24,22.30882353,0
HJT,789,animals,3,chicken,28,25.29411765,0
HJT,789,animals,3,turkey,30,27.63235294,0
HJT,789,animals,3,cow,33,31.64705882,0
HJT,789,animals,3,horse,35,32.97058824,0
HJT,789,animals,3,pig,36,34.64705882,0
HJT,789,animals,3,horse,39,36.97058824,0
HJT,789,animals,3,turkey,46,43.63235294,0
HJT,789,animals,3,rooster,50,46.95588235,0
HJT,789,animals,3,bear,59,57.30882353,0
HJT,789,animals,3,lion,61,59.30882353,0
HJT,789,animals,3,cheetah,65,62.29411765,0
