dataset,subject,domain,response_number,response,response_onset_time,IRT,participant_designated_switch
LEA,50001,animals,1,horse,2.594,2.594,2
LEA,50001,animals,2,pig,3.594,1,0
LEA,50001,animals,3,bear,4.894,1.3,1
LEA,50001,animals,4,cat,6.194,1.3,1
LEA,50001,animals,5,dog,7.394,1.2,0
LEA,50001,animals,6,fish,8.794,1.4,0
LEA,50001,animals,7,bird,10.294,1.5,0
LEA,50001,animals,8,chicken,13.094,2.8,1
LEA,50001,animals,9,duck,14.894,1.8,0
LEA,50001,animals,10,goose,16.294,1.4,0
LEA,50001,animals,11,hamster,21.194,4.9,1
LEA,50001,animals,12,rabbit,23.094,1.9,0
LEA,50001,animals,13,squirrel,25.094,2,0
LEA,50001,animals,14,zebra,27.594,2.5,1
LEA,50001,animals,15,giraffe,29.194,1.6,0
LEA,50001,animals,16,elephant,31.044,1.85,0
LEA,50001,animals,17,flamingo,32.894,1.85,0
LEA,50001,animals,18,peacock,34.794,1.9,0
LEA,50001,animals,19,lion,50.994,16.2,0
LEA,50001,animals,20,tiger,52.294,1.3,0
LEA,50001,animals,21,buffalo,58.694,6.4,0
LEA,50001,animals,22,goat,61.294,2.6,0
LEA,50001,animals,23,iguana,88.194,26.9,1
LEA,50001,animals,24,anteater,93.794,5.6,0
LEA,50001,animals,25,lemur,102.794,9,0
LEA,50001,animals,26,frog,125.094,22.3,0
LEA,50001,animals,27,hippo,164.494,39.4,1
LEA,50001,animals,28,seal,174.994,10.5,0
LEA,50001,animals,29,penguin,177.994,3,0
LEA,50002,animals,1,rabbit,2.169,2.169,2
LEA,50002,animals,2,rat,5.019,2.85,0
LEA,50002,animals,3,mouse,7.469,2.45,0
LEA,50002,animals,4,cat,8.819,1.35,0
LEA,50002,animals,5,dog,9.869,1.05,0
LEA,50002,animals,6,ant,11.169,1.3,1
LEA,50002,animals,7,bat,13.369,2.2,1
LEA,50002,animals,8,beetle,14.569,1.2,0
LEA,50002,animals,9,snake,18.319,3.75,1
LEA,50002,animals,10,lizard,19.469,1.15,0
LEA,50002,animals,11,camel,21.469,2,1
LEA,50002,animals,12,sheep,22.869,1.4,0
LEA,50002,animals,13,goat,24.069,1.2,0
LEA,50002,animals,14,bird,26.769,2.7,1
LEA,50002,animals,15,eagle,28.269,1.5,0
LEA,50002,animals,16,hawk,29.569,1.3,0
LEA,50002,animals,17,parrot,32.569,3,0
LEA,50002,animals,18,cockatoo,34.369,1.8,0
LEA,50002,animals,19,puma,39.469,5.1,1
LEA,50002,animals,20,lion,40.269,0.8,0
LEA,50002,animals,21,tiger,41.169,0.9,0
LEA,50002,animals,22,zebra,42.669,1.5,1
LEA,50002,animals,23,deer,43.619,0.95,0
LEA,50002,animals,24,moose,45.219,1.6,0
LEA,50002,animals,25,bear,47.169,1.95,1
LEA,50002,animals,26,polar_bear,51.669,4.5,0
LEA,50002,animals,27,salmon,57.869,6.2,1
LEA,50002,animals,28,fish,59.169,1.3,0
LEA,50002,animals,29,tilapia,61.719,2.55,0
LEA,50002,animals,30,starfish,63.169,1.45,0
LEA,50002,animals,31,seahorse,64.469,1.3,0
LEA,50002,animals,32,shark,65.669,1.2,0
LEA,50002,animals,33,dolphin,66.669,1,0
LEA,50002,animals,34,whale,67.869,1.2,0
LEA,50002,animals,35,manatee,69.119,1.25,0
LEA,50002,animals,36,gecko,74.469,5.35,1
LEA,50002,animals,37,salamander,76.369,1.9,0
LEA,50002,animals,38,robin,80.419,4.05,1
LEA,50002,animals,39,cardinal,81.369,0.95,0
LEA,50002,animals,40,fly,88.469,7.1,1
LEA,50002,animals,41,pill_bug,92.469,4,0
LEA,50002,animals,42,round_worm,93.569,1.1,0
LEA,50002,animals,43,worm,98.269,4.7,0
LEA,50002,animals,44,earth_worm,102.269,4,0
LEA,50002,animals,45,bobcat,108.669,6.4,1
LEA,50002,animals,46,caribou,114.469,5.8,1
LEA,50002,animals,47,buffalo,115.369,0.9,1
LEA,50002,animals,48,sugar_glider,120.169,4.8,1
LEA,50002,animals,49,chimpanzee,121.569,1.4,0
LEA,50002,animals,50,lemur,123.969,2.4,0
LEA,50002,animals,51,elk,129.769,5.8,1
LEA,50002,animals,52,guinea_pig,137.169,7.4,1
LEA,50002,animals,53,chinchilla,137.869,0.7,0
LEA,50002,animals,54,porcupine,139.919,2.05,0
LEA,50002,animals,55,hedgehog,140.769,0.85,0
LEA,50002,animals,56,panda,145.119,4.35,1
LEA,50002,animals,57,possum,148.069,2.95,1
LEA,50002,animals,58,opossum,149.269,1.2,0
LEA,50002,animals,59,axolotl,155.069,5.8,1
LEA,50002,animals,60,iguana,159.519,4.45,0
LEA,50002,animals,61,python,162.469,2.95,0
LEA,50002,animals,62,boa_constrictor,163.169,0.7,0
LEA,50002,animals,63,elephant,170.369,7.2,1
LEA,50002,animals,64,quokka,177.219,6.85,0
LEA,50003,animals,1,aardvark,3.214,3.214,2
LEA,50003,animals,2,ant,5.314,2.1,0
LEA,50003,animals,3,cat,7.114,1.8,0
LEA,50003,animals,4,dog,8.314,1.2,0
LEA,50003,animals,5,mouse,9.514,1.2,0
LEA,50003,animals,6,horse,10.914,1.4,0
LEA,50003,animals,7,lizard,12.414,1.5,0
LEA,50003,animals,8,crocodile,14.214,1.8,0
LEA,50003,animals,9,fox,17.114,2.9,0
LEA,50003,animals,10,wolf,18.314,1.2,0
LEA,50003,animals,11,coyote,19.714,1.4,0
LEA,50003,animals,12,panther,23.214,3.5,0
LEA,50003,animals,13,leopard,24.414,1.2,0
LEA,50003,animals,14,lion,26.014,1.6,1
LEA,50003,animals,15,tiger,27.414,1.4,0
LEA,50003,animals,16,bear,28.714,1.3,0
LEA,50003,animals,17,koala,32.514,3.8,1
LEA,50003,animals,18,kangaroo,34.414,1.9,0
LEA,50003,animals,19,dingo,36.214,1.8,0
LEA,50003,animals,20,elephant,41.014,4.8,0
LEA,50003,animals,21,zebra,42.414,1.4,0
LEA,50003,animals,22,antelope,43.914,1.5,0
LEA,50003,animals,23,gazelle,46.714,2.8,0
LEA,50003,animals,24,giraffe,48.214,1.5,0
LEA,50003,animals,25,whale,50.514,2.3,1
LEA,50003,animals,26,fish,52.414,1.9,0
LEA,50003,animals,27,dolphin,53.814,1.4,0
LEA,50003,animals,28,shark,55.214,1.4,0
LEA,50003,animals,29,polar_bear,59.314,4.1,1
LEA,50003,animals,30,penguin,60.814,1.5,0
LEA,50003,animals,31,lemur,66.714,5.9,1
LEA,50003,animals,32,gorilla,69.814,3.1,0
LEA,50003,animals,33,chimpanzee,72.014,2.2,0
LEA,50003,animals,34,orangutan,75.614,3.6,0
LEA,50003,animals,35,human,82.014,6.4,0
LEA,50003,animals,36,clam,85.814,3.8,1
LEA,50003,animals,37,shrimp,88.014,2.2,0
LEA,50003,animals,38,lobster,89.414,1.4,0
LEA,50003,animals,39,crab,91.114,1.7,0
LEA,50003,animals,40,snail,99.214,8.1,0
LEA,50003,animals,41,snake,101.814,2.6,0
LEA,50003,animals,42,manta_ray,106.314,4.5,0
LEA,50003,animals,43,gecko,114.814,8.5,0
LEA,50003,animals,44,swan,117.814,3,0
LEA,50003,animals,45,duck,119.514,1.7,0
LEA,50003,animals,46,robin,122.514,3,0
LEA,50003,animals,47,woodpecker,125.114,2.6,1
LEA,50003,animals,48,eagle,127.614,2.5,0
LEA,50003,animals,49,hawk,130.114,2.5,0
LEA,50003,animals,50,falcon,130.414,0.3,0
LEA,50003,animals,51,hippo,155.514,25.1,0
LEA,50003,animals,52,weasel,161.114,5.6,1
LEA,50003,animals,53,otter,162.114,1,0
LEA,50003,animals,54,beaver,164.814,2.7,0
LEA,50003,animals,55,rat,168.314,3.5,0
LEA,50003,animals,56,squirrel,175.814,7.5,0
LEA,50003,animals,57,chipmunk,177.114,1.3,0
LEA,50004,animals,1,cat,2.053,2.053,2
LEA,50004,animals,2,lion,3.553,1.5,0
LEA,50004,animals,3,dog,5.453,1.9,1
LEA,50004,animals,4,penguin,6.853,1.4,1
LEA,50004,animals,5,rat,10.053,3.2,1
LEA,50004,animals,6,snail,11.053,1,1
LEA,50004,animals,7,fish,15.253,4.2,1
LEA,50004,animals,8,shark,16.153,0.9,0
LEA,50004,animals,9,manatee,17.753,1.6,0
LEA,50004,animals,10,porpoise,19.253,1.5,0
LEA,50004,animals,11,dolphin,20.753,1.5,0
LEA,50004,animals,12,anemone,22.153,1.4,0
LEA,50004,animals,13,falcon,25.453,3.3,1
LEA,50004,animals,14,human,28.953,3.5,1
LEA,50004,animals,15,cheetah,31.753,2.8,1
LEA,50004,animals,16,zebra,32.753,1,0
LEA,50004,animals,17,elephant,33.853,1.1,0
LEA,50004,animals,18,hyena,37.653,3.8,0
LEA,50004,animals,19,koala,39.553,1.9,1
LEA,50004,animals,20,kangaroo,41.053,1.5,0
LEA,50004,animals,21,wallaby,44.953,3.9,0
LEA,50004,animals,22,corgi,46.253,1.3,1
LEA,50004,animals,23,dalmatian,49.953,3.7,0
LEA,50004,animals,24,gopher_tortoise,54.153,4.2,1
LEA,50004,animals,25,prairie_dog,56.053,1.9,0
LEA,50004,animals,26,hedgehog,57.853,1.8,0
LEA,50004,animals,27,pig,59.653,1.8,1
LEA,50004,animals,28,cow,61.153,1.5,0
LEA,50004,animals,29,chicken,62.353,1.2,0
LEA,50004,animals,30,sheep,63.853,1.5,0
LEA,50004,animals,31,goat,65.353,1.5,1
LEA,50004,animals,32,squirrel,69.153,3.8,1
LEA,50004,animals,33,badger,72.853,3.7,0
LEA,50004,animals,34,beaver,74.353,1.5,0
LEA,50004,animals,35,bat,76.353,2,0
LEA,50004,animals,36,spider,83.753,7.4,1
LEA,50004,animals,37,cockroach,84.753,1,0
LEA,50004,animals,38,slug,86.853,2.1,0
LEA,50004,animals,39,ant,94.053,7.2,0
LEA,50004,animals,40,rattlesnake,104.253,10.2,1
LEA,50004,animals,41,remora_fish,107.253,3,1
LEA,50004,animals,42,eel,116.853,9.6,0
LEA,50004,animals,43,aardvark,124.753,7.9,1
LEA,50004,animals,44,gazelle,127.653,2.9,1
LEA,50004,animals,45,antelope,128.853,1.2,0
LEA,50004,animals,46,woolly_mammoth,135.853,7,1
LEA,50004,animals,47,flying_fish,145.453,9.6,1
LEA,50004,animals,48,alligator,151.253,5.8,1
LEA,50004,animals,49,crocodile,152.253,1,0
LEA,50004,animals,50,caiman,153.153,0.9,0
LEA,50004,animals,51,lizard,160.553,7.4,0
LEA,50004,animals,52,bald_eagle,166.553,6,1
LEA,50004,animals,53,turkey,169.953,3.4,0
LEA,50004,animals,54,alpaca,176.953,7,1
LEA,50004,animals,55,llama,177.953,1,0
LEA,50006,animals,1,dog,4.154,4.154,2
LEA,50006,animals,2,cat,5.454,1.3,0
LEA,50006,animals,3,fish,6.854,1.4,0
LEA,50006,animals,4,bird,10.254,3.4,1
LEA,50006,animals,5,horse,11.754,1.5,1
LEA,50006,animals,6,mule,13.554,1.8,0
LEA,50006,animals,7,cow,15.254,1.7,0
LEA,50006,animals,8,raccoon,16.754,1.5,0
LEA,50006,animals,9,pig,18.554,1.8,1
LEA,50006,animals,10,spider,20.854,2.3,1
LEA,50006,animals,11,polar_bear,27.454,6.6,1
LEA,50006,animals,12,grizzly_bear,29.054,1.6,0
LEA,50006,animals,13,walrus,32.854,3.8,1
LEA,50006,animals,14,whale,34.154,1.3,0
LEA,50006,animals,15,shrimp,38.554,4.4,1
LEA,50006,animals,16,squirrel,46.254,7.7,1
LEA,50006,animals,17,flamingo,50.054,3.8,1
LEA,50006,animals,18,zebra,54.454,4.4,0
LEA,50006,animals,19,gorilla,58.654,4.2,0
LEA,50006,animals,20,orangutan,60.054,1.4,0
LEA,50006,animals,21,shark,64.454,4.4,0
LEA,50006,animals,22,lizard,67.854,3.4,0
LEA,50006,animals,23,komodo_dragon,69.954,2.1,0
LEA,50006,animals,24,bear,93.454,23.5,0
LEA,50006,animals,25,tiger,95.454,2,0
LEA,50006,animals,26,lion,96.654,1.2,0
LEA,50006,animals,27,antelope,97.754,1.1,0
LEA,50006,animals,28,deer,99.454,1.7,0
LEA,50006,animals,29,cheetah,102.454,3,0
LEA,50006,animals,30,jaguar,104.254,1.8,0
LEA,50006,animals,31,puma,105.854,1.6,0
LEA,50006,animals,32,mountain_lion,110.154,4.3,0
LEA,50006,animals,33,liger,116.254,6.1,0
LEA,50006,animals,34,swordfish,121.854,5.6,1
LEA,50006,animals,35,cod,122.854,1,0
LEA,50006,animals,36,salmon,127.054,4.2,0
LEA,50006,animals,37,giraffe,138.054,11,1
LEA,50006,animals,38,ape,144.854,6.8,0
LEA,50006,animals,39,wolf,152.554,7.7,0
LEA,50006,animals,40,koala_bear,160.554,8,0
LEA,50006,animals,41,dolphin,173.054,12.5,0
LEA,50007,animals,1,elephant,4.911,4.911,2
LEA,50007,animals,2,giraffe,6.511,1.6,0
LEA,50007,animals,3,cat,8.711,2.2,1
LEA,50007,animals,4,bird,11.611,2.9,0
LEA,50007,animals,5,dog,14.011,2.4,0
LEA,50007,animals,6,alligator,16.711,2.7,1
LEA,50007,animals,7,turtle,19.511,2.8,0
LEA,50007,animals,8,zebra,22.211,2.7,1
LEA,50007,animals,9,horse,24.911,2.7,0
LEA,50007,animals,10,fish,28.111,3.2,1
LEA,50007,animals,11,dolphin,30.811,2.7,0
LEA,50007,animals,12,octopus,34.211,3.4,0
LEA,50007,animals,13,shark,37.311,3.1,0
LEA,50007,animals,14,stingray,42.411,5.1,0
LEA,50007,animals,15,starfish,45.911,3.5,0
LEA,50007,animals,16,clam,50.511,4.6,0
LEA,50007,animals,17,sheep,54.711,4.2,1
LEA,50007,animals,18,horse,58.811,4.1,0
LEA,50007,animals,19,chicken,61.211,2.4,0
LEA,50007,animals,20,pig,64.411,3.2,0
LEA,50007,animals,21,cow,68.211,3.8,1
LEA,50007,animals,22,yak,75.911,7.7,1
LEA,50007,animals,23,lizard,79.711,3.8,1
LEA,50007,animals,24,guinea_pig,83.511,3.8,1
LEA,50007,animals,25,frog,88.111,4.6,1
LEA,50007,animals,26,bug,92.411,4.3,0
LEA,50007,animals,27,zebra,102.211,9.8,1
LEA,50007,animals,28,snake,106.611,4.4,1
LEA,50007,animals,29,rat,110.811,4.2,0
LEA,50007,animals,30,butterfly,113.811,3,1
LEA,50007,animals,31,bee,118.511,4.7,0
LEA,50007,animals,32,pufferfish,126.511,8,1
LEA,50007,animals,33,beaver,130.211,3.7,1
LEA,50007,animals,34,possum,133.411,3.2,1
LEA,50007,animals,35,squirrel,139.911,6.5,0
LEA,50007,animals,36,raccoon,143.211,3.3,0
LEA,50007,animals,37,bunny,148.411,5.2,0
LEA,50007,animals,38,salamander,156.511,8.1,1
LEA,50007,animals,39,spider,160.811,4.3,1
LEA,50007,animals,40,kangaroo,167.611,6.8,1
LEA,50007,animals,41,koala_bear,172.311,4.7,0
LEA,50007,animals,42,polar_bear,176.411,4.1,0
LEA,50007,animals,43,armadillo,180.311,3.9,1
LEA,50008,animals,1,aardvark,5.818,5.818,2
LEA,50008,animals,2,bunny,7.318,1.5,0
LEA,50008,animals,3,cat,8.518,1.2,0
LEA,50008,animals,4,dog,9.818,1.3,0
LEA,50008,animals,5,elephant,11.318,1.5,1
LEA,50008,animals,6,rat,18.918,7.6,0
LEA,50008,animals,7,mouse,19.918,1,1
LEA,50008,animals,8,marmoset,24.918,5,1
LEA,50008,animals,9,bushbaby,28.318,3.4,1
LEA,50008,animals,10,snake,35.818,7.5,1
LEA,50008,animals,11,donkey,38.518,2.7,1
LEA,50008,animals,12,mammoth,41.018,2.5,0
LEA,50008,animals,13,elephant,44.318,3.3,1
LEA,50008,animals,14,rhino,46.118,1.8,1
LEA,50008,animals,15,tiger,48.618,2.5,0
LEA,50008,animals,16,lion,49.518,0.9,1
LEA,50008,animals,17,antelope,52.218,2.7,1
LEA,50008,animals,18,zebra,56.118,3.9,1
LEA,50008,animals,19,horse,68.718,12.6,0
LEA,50008,animals,20,pig,81.018,12.3,0
LEA,50008,animals,21,chicken,81.618,0.6,0
LEA,50008,animals,22,duck,83.818,2.2,0
LEA,50008,animals,23,turkey,84.718,0.9,0
LEA,50008,animals,24,cow,92.318,7.6,1
LEA,50008,animals,25,buffalo,96.118,3.8,1
LEA,50008,animals,26,goose,99.418,3.3,0
LEA,50008,animals,27,duck,102.518,3.1,1
LEA,50008,animals,28,skunk,109.618,7.1,1
LEA,50008,animals,29,squirrel,113.718,4.1,0
LEA,50008,animals,30,chipmunk,115.618,1.9,1
LEA,50008,animals,31,bird,120.218,4.6,1
LEA,50008,animals,32,turtle,126.718,6.5,0
LEA,50008,animals,33,tortoise,127.518,0.8,1
LEA,50008,animals,34,alligator,131.318,3.8,0
LEA,50008,animals,35,crocodile,133.018,1.7,1
LEA,50008,animals,36,fish,139.718,6.7,0
LEA,50008,animals,37,shark,142.218,2.5,0
LEA,50008,animals,38,whale,145.618,3.4,0
LEA,50008,animals,39,dolphin,148.118,2.5,1
LEA,50008,animals,40,chimpanzee,155.818,7.7,0
LEA,50008,animals,41,gorilla,157.618,1.8,0
LEA,50008,animals,42,monkey,161.218,3.6,1
LEA,50010,animals,1,snake,2.151,2.151,2
LEA,50010,animals,2,giraffe,3.251,1.1,1
LEA,50010,animals,3,bearded_dragon,5.651,2.4,1
LEA,50010,animals,4,dog,7.151,1.5,1
LEA,50010,animals,5,cat,8.451,1.3,0
LEA,50010,animals,6,snail,10.551,2.1,1
LEA,50010,animals,7,fish,12.151,1.6,1
LEA,50010,animals,8,salmon,15.051,2.9,0
LEA,50010,animals,9,lion,16.451,1.4,1
LEA,50010,animals,10,tiger,17.751,1.3,0
LEA,50010,animals,11,cheetah,19.151,1.4,0
LEA,50010,animals,12,elephant,20.651,1.5,1
LEA,50010,animals,13,rhino,22.151,1.5,1
LEA,50010,animals,14,moose,24.051,1.9,1
LEA,50010,animals,15,deer,25.451,1.4,0
LEA,50010,animals,16,bird,27.751,2.3,1
LEA,50010,animals,17,eagle,29.651,1.9,0
LEA,50010,animals,18,salmon,31.851,2.2,1
LEA,50010,animals,19,squirrel,38.351,6.5,1
LEA,50010,animals,20,leopard,41.851,3.5,1
LEA,50010,animals,21,lemur,44.651,2.8,1
LEA,50010,animals,22,monkey,46.151,1.5,1
LEA,50010,animals,23,gorilla,47.751,1.6,0
LEA,50010,animals,24,chimpanzee,50.251,2.5,0
LEA,50010,animals,25,bear,56.451,6.2,1
LEA,50010,animals,26,camel,60.451,4,1
LEA,50010,animals,27,horse,62.251,1.8,0
LEA,50010,animals,28,donkey,64.151,1.9,0
LEA,50010,animals,29,cow,70.351,6.2,1
LEA,50010,animals,30,pig,71.951,1.6,0
LEA,50010,animals,31,chicken,73.651,1.7,0
LEA,50010,animals,32,rat,84.551,10.9,1
LEA,50010,animals,33,raccoon,93.151,8.6,0
LEA,50010,animals,34,porcupine,94.451,1.3,1
LEA,50010,animals,35,hamster,100.051,5.6,1
LEA,50010,animals,36,ferret,105.651,5.6,0
LEA,50010,animals,37,sea_otter,107.351,1.7,1
LEA,50010,animals,38,sea_lion,108.851,1.5,0
LEA,50010,animals,39,polar_bear,111.451,2.6,1
LEA,50010,animals,40,penguin,115.551,4.1,0
LEA,50010,animals,41,fox,121.751,6.2,1
LEA,50010,animals,42,caribou,129.551,7.8,1
LEA,50010,animals,43,crocodile,170.351,40.8,1
LEA,50010,animals,44,alligator,171.951,1.6,0
LEA,50010,animals,45,goat,179.451,7.5,1
LEA,50011,animals,1,dog,2.164,2.164,2
LEA,50011,animals,2,cat,2.864,0.7,0
LEA,50011,animals,3,giraffe,3.564,0.7,1
LEA,50011,animals,4,lion,4.464,0.9,0
LEA,50011,animals,5,whale,5.364,0.9,1
LEA,50011,animals,6,dolphin,6.064,0.7,0
LEA,50011,animals,7,mammoth,8.164,2.1,1
LEA,50011,animals,8,elephant,9.164,1,0
LEA,50011,animals,9,shark,11.664,2.5,1
LEA,50011,animals,10,fish,12.764,1.1,0
LEA,50011,animals,11,crab,13.864,1.1,0
LEA,50011,animals,12,peacock,15.964,2.1,1
LEA,50011,animals,13,camel,16.964,1,1
LEA,50011,animals,14,horse,17.964,1,1
LEA,50011,animals,15,cow,18.964,1,0
LEA,50011,animals,16,bison,20.064,1.1,0
LEA,50011,animals,17,puma,22.064,2,1
LEA,50011,animals,18,bird,27.764,5.7,1
LEA,50011,animals,19,moose,31.264,3.5,1
LEA,50011,animals,20,bear,32.364,1.1,0
LEA,50011,animals,21,ant,35.164,2.8,1
LEA,50011,animals,22,snake,39.064,3.9,1
LEA,50011,animals,23,rat,39.964,0.9,1
LEA,50011,animals,24,mouse,40.764,0.8,0
LEA,50011,animals,25,bunny,43.064,2.3,0
LEA,50011,animals,26,frog,52.964,9.9,1
LEA,50011,animals,27,butterfly,54.864,1.9,1
LEA,50011,animals,28,eel,58.264,3.4,1
LEA,50011,animals,29,elephant,60.064,1.8,1
LEA,50011,animals,30,fox,76.564,16.5,1
LEA,50011,animals,31,seahorse,81.964,5.4,1
LEA,50011,animals,32,tasmanian_devil,90.264,8.3,1
LEA,50011,animals,33,termite,95.664,5.4,1
LEA,50011,animals,34,centipede,102.264,6.6,0
LEA,50011,animals,35,polar_bear,109.564,7.3,1
LEA,50011,animals,36,guinea_pig,113.964,4.4,1
LEA,50011,animals,37,pig,115.564,1.6,0
LEA,50011,animals,38,turtle,124.264,8.7,1
LEA,50011,animals,39,tortoise,126.564,2.3,0
LEA,50011,animals,40,alligator,128.564,2,0
LEA,50011,animals,41,crocodile,129.664,1.1,0
LEA,50011,animals,42,kangaroo,131.764,2.1,1
LEA,50011,animals,43,wallaby,132.864,1.1,0
LEA,50011,animals,44,coyote,138.264,5.4,1
LEA,50011,animals,45,wolf,139.064,0.8,0
LEA,50011,animals,46,dingo,142.664,3.6,0
LEA,50011,animals,47,octopus,148.264,5.6,1
LEA,50011,animals,48,stingray,150.064,1.8,0
LEA,50011,animals,49,jellyfish,151.464,1.4,0
LEA,50011,animals,50,alpaca,156.764,5.3,1
LEA,50011,animals,51,llama,157.864,1.1,0
LEA,50011,animals,52,chinchilla,159.664,1.8,1
LEA,50011,animals,53,spider,162.864,3.2,1
LEA,50011,animals,54,chameleon,167.864,5,1
LEA,50012,animals,1,dog,3.486,3.486,2
LEA,50012,animals,2,labrador,4.986,1.5,0
LEA,50012,animals,3,golden_retriever,6.786,1.8,0
LEA,50012,animals,4,terrier,9.386,2.6,0
LEA,50012,animals,5,boxer,11.386,2,0
LEA,50012,animals,6,pug,13.886,2.5,0
LEA,50012,animals,7,chihuahua,15.786,1.9,0
LEA,50012,animals,8,cat,20.486,4.7,1
LEA,50012,animals,9,tiger,22.686,2.2,0
LEA,50012,animals,10,lion,24.886,2.2,0
LEA,50012,animals,11,elephant,27.486,2.6,1
LEA,50012,animals,12,cheetah,30.686,3.2,1
LEA,50012,animals,13,zebra,33.086,2.4,1
LEA,50012,animals,14,horse,35.686,2.6,0
LEA,50012,animals,15,coyote,44.786,9.1,1
LEA,50012,animals,16,wolf,46.886,2.1,0
LEA,50012,animals,17,husky,48.886,2,0
LEA,50012,animals,18,german_shepherd,50.986,2.1,0
LEA,50012,animals,19,bird,54.286,3.3,1
LEA,50012,animals,20,parakeet,56.486,2.2,0
LEA,50012,animals,21,parrot,62.286,5.8,0
LEA,50012,animals,22,seagull,66.186,3.9,0
LEA,50012,animals,23,chicken,70.286,4.1,1
LEA,50012,animals,24,cow,73.186,2.9,0
LEA,50012,animals,25,pig,75.486,2.3,0
LEA,50012,animals,26,goat,77.686,2.2,1
LEA,50012,animals,27,antelope,80.186,2.5,1
LEA,50012,animals,28,kangaroo,82.586,2.4,1
LEA,50012,animals,29,corgi,89.986,7.4,1
LEA,50012,animals,30,koala,93.986,4,1
LEA,50012,animals,31,panda,96.186,2.2,0
LEA,50012,animals,32,black_bear,99.486,3.3,0
LEA,50012,animals,33,polar_bear,101.986,2.5,0
LEA,50012,animals,34,brown_bear,104.486,2.5,0
LEA,50012,animals,35,walrus,106.786,2.3,1
LEA,50012,animals,36,seal,109.086,2.3,0
LEA,50012,animals,37,giraffe,111.286,2.2,1
LEA,50012,animals,38,dolphin,115.286,4,1
LEA,50012,animals,39,whale,117.786,2.5,0
LEA,50012,animals,40,alligator,125.886,8.1,1
LEA,50012,animals,41,lizard,132.386,6.5,0
LEA,50012,animals,42,snake,134.586,2.2,0
LEA,50012,animals,43,turtle,137.186,2.6,0
LEA,50012,animals,44,penguin,148.286,11.1,1
LEA,50012,animals,45,crow,162.186,13.9,1
LEA,50012,animals,46,turkey,165.786,3.6,0
LEA,50012,animals,47,vole,172.686,6.9,1
LEA,50013,animals,1,deer,3.094,3.094,2
LEA,50013,animals,2,lion,6.694,3.6,1
LEA,50013,animals,3,tiger,10.694,4,0
LEA,50013,animals,4,liger,14.994,4.3,0
LEA,50013,animals,5,crocodile,19.794,4.8,1
LEA,50013,animals,6,alligator,24.994,5.2,0
LEA,50013,animals,7,aardvark,30.494,5.5,1
LEA,50013,animals,8,bear,34.994,4.5,1
LEA,50013,animals,9,human,39.994,5,1
LEA,50013,animals,10,bird,45.394,5.4,1
LEA,50013,animals,11,pterodactyl,50.794,5.4,1
LEA,50013,animals,12,allosaurus,56.694,5.9,0
LEA,50013,animals,13,tyrannosaurus_rex,62.394,5.7,0
LEA,50013,animals,14,stegosaurus,68.894,6.5,0
LEA,50013,animals,15,ant,74.494,5.6,1
LEA,50013,animals,16,plankton,82.194,7.7,1
LEA,50013,animals,17,fish,87.594,5.4,0
LEA,50013,animals,18,dolphin,92.394,4.8,0
LEA,50013,animals,19,orca,97.494,5.1,0
LEA,50013,animals,20,venus_flytrap,105.894,8.4,1
LEA,50013,animals,21,turtle,110.794,4.9,1
LEA,50013,animals,22,frog,114.894,4.1,0
LEA,50013,animals,23,platypus,119.694,4.8,0
LEA,50013,animals,24,muskrat,125.594,5.9,0
LEA,50013,animals,25,stingray,130.394,4.8,0
LEA,50013,animals,26,manta_ray,135.994,5.6,0
LEA,50013,animals,27,barracuda,141.894,5.9,0
LEA,50013,animals,28,spider,147.894,6,1
LEA,50013,animals,29,monkey,154.794,6.9,1
LEA,50013,animals,30,chimpanzee,160.494,5.7,0
LEA,50013,animals,31,baboon,167.394,6.9,0
LEA,50013,animals,32,flying_squirrel,173.594,6.2,1
LEA,50013,animals,33,rodent,180.094,6.5,0
LEA,50014,animals,1,horse,1.59,1.59,2
LEA,50014,animals,2,cow,2.49,0.9,0
LEA,50014,animals,3,calf,3.39,0.9,0
LEA,50014,animals,4,heifer,4.09,0.7,0
LEA,50014,animals,5,holstein_cow,6.79,2.7,0
LEA,50014,animals,6,jersey_cow,7.99,1.2,0
LEA,50014,animals,7,lamb,10.09,2.1,0
LEA,50014,animals,8,goat,10.89,0.8,0
LEA,50014,animals,9,koala,13.39,2.5,1
LEA,50014,animals,10,kangaroo,14.19,0.8,0
LEA,50014,animals,11,wallaby,16.29,2.1,0
LEA,50014,animals,12,horse,17.59,1.3,1
LEA,50014,animals,13,elk,19.59,2,0
LEA,50014,animals,14,deer,20.39,0.8,0
LEA,50014,animals,15,dog,24.09,3.7,1
LEA,50014,animals,16,rottweiler,25.19,1.1,0
LEA,50014,animals,17,mutt,29.29,4.1,0
LEA,50014,animals,18,cat,30.79,1.5,0
LEA,50014,animals,19,siamese_cat,32.09,1.3,0
LEA,50014,animals,20,tabby_cat,34.09,2,0
LEA,50014,animals,21,mouse,37.39,3.3,1
LEA,50014,animals,22,mole,38.29,0.9,0
LEA,50014,animals,23,vole,39.19,0.9,0
LEA,50014,animals,24,groundhog,40.09,0.9,0
LEA,50014,animals,25,gerbil,42.29,2.2,0
LEA,50014,animals,26,guinea_pig,43.69,1.4,0
LEA,50014,animals,27,caterpillar,46.89,3.2,1
LEA,50014,animals,28,butterfly,47.69,0.8,0
